paie_id,date_id,employe_id,salaire_base,primes,heures_supplementaires,charges_sociales,cout_total
463,20241101,33,3916.67,0.0,0.0,562.04,4478.71
464,20241101,32,4333.33,0.0,0.0,621.83,4955.17
465,20241101,46,4166.67,0.0,0.0,597.92,4764.58
466,20241101,28,3750.0,0.0,0.0,538.12,4288.12
467,20241101,43,5333.33,0.0,0.0,765.33,6098.67
468,20241101,20,10416.67,0.0,0.0,1494.79,11911.46
469,20241101,21,8250.0,0.0,0.0,1183.88,9433.88
470,20241101,26,4166.67,0.0,802.64,713.09,5682.4
471,20241101,3,4083.33,0.0,173.56,610.86,4867.76
472,20241101,12,4416.67,0.0,0.0,633.79,5050.46
473,20241201,13,5583.33,873.07,0.0,926.49,7382.89
474,20241201,15,5166.67,333.32,0.0,789.25,6289.24
475,20241201,19,5083.33,434.48,0.0,791.81,6309.62
476,20241201,24,4500.0,572.0,0.0,727.83,5799.83
477,20241201,10,3000.0,440.27,0.0,493.68,3933.95
478,20241201,29,2900.0,188.02,0.0,443.13,3531.16
479,20241201,8,4500.0,700.25,0.0,746.24,5946.48
480,20241201,39,4333.33,616.69,0.0,710.33,5660.35
481,20241201,18,5416.67,408.59,0.0,835.92,6661.19
482,20241201,41,7583.33,0.0,0.0,1088.21,8671.54
483,20241201,11,3916.67,0.0,158.86,584.84,4660.36
484,20241201,2,3916.67,0.0,287.2,603.25,4807.12
485,20241201,25,3833.33,0.0,380.31,604.66,4818.3
486,20241201,14,3666.67,0.0,7.73,527.28,4201.67
487,20241201,40,4083.33,0.0,62.73,594.96,4741.03
488,20241201,35,3750.0,0.0,232.15,571.44,4553.59
489,20241201,47,3666.67,0.0,445.08,590.04,4701.78
490,20241201,22,4000.0,0.0,44.32,580.36,4624.68
491,20241201,37,3750.0,0.0,303.92,581.74,4635.66
492,20241201,27,3500.0,0.0,178.59,527.88,4206.46
493,20241201,9,3583.33,0.0,356.55,565.37,4505.26
494,20241201,1,2900.0,0.0,271.74,455.14,3626.88
495,20241201,44,5083.33,0.0,142.89,749.96,5976.18
496,20241201,7,5000.0,0.0,99.71,731.81,5831.52
497,20241201,42,5000.0,0.0,0.0,717.5,5717.5
498,20241201,30,5750.0,0.0,0.0,825.12,6575.12
499,20241201,17,5333.33,0.0,0.0,765.33,6098.67
500,20241201,31,4833.33,0.0,0.0,693.58,5526.92
501,20241201,34,2550.0,0.0,0.0,365.92,2915.92
502,20241201,38,2950.0,0.0,0.0,423.32,3373.32
503,20241201,36,2650.0,0.0,0.0,380.27,3030.28
504,20241201,23,2900.0,0.0,0.0,416.15,3316.15
505,20241201,33,3916.67,0.0,0.0,562.04,4478.71
506,20241201,32,4333.33,0.0,0.0,621.83,4955.17
507,20241201,28,3750.0,0.0,0.0,538.12,4288.12
508,20241201,43,5333.33,0.0,0.0,765.33,6098.67
509,20241201,20,10416.67,0.0,0.0,1494.79,11911.46
510,20241201,21,8250.0,0.0,0.0,1183.88,9433.88
511,20241201,26,4166.67,0.0,483.67,667.32,5317.66
512,20241201,3,4083.33,0.0,126.45,604.1,4813.89
513,20241201,12,4416.67,0.0,0.0,633.79,5050.46
514,20250101,13,5795.5,512.43,0.0,905.19,7213.12
515,20250101,15,5363.0,665.2,0.0,865.05,6893.25
516,20250101,19,5276.5,448.55,0.0,821.54,6546.59
517,20250101,24,4671.0,234.4,0.0,703.93,5609.33
518,20250101,10,3114.0,375.35,0.0,500.72,3990.07
519,20250101,29,3010.2,262.64,0.0,469.65,3742.5
520,20250101,8,4671.0,582.43,0.0,753.87,6007.3
521,20250101,39,4498.0,438.52,0.0,708.39,5644.91
522,20250101,18,5622.5,242.31,0.0,841.6,6706.4
523,20250101,41,7871.5,0.0,0.0,1129.56,9001.06
524,20250101,11,4065.5,0.0,117.57,600.27,4783.34
525,20250101,2,4065.5,0.0,60.5,592.08,4718.08
526,20250101,25,3979.0,0.0,412.49,630.18,5021.67
527,20250101,14,3806.0,0.0,139.92,566.24,4512.16
528,20250101,40,4238.5,0.0,388.59,663.99,5291.08
529,20250101,35,3892.5,0.0,7.64,559.67,4459.81
530,20250101,47,3806.0,0.0,262.85,583.88,4652.73
531,20250101,22,4152.0,0.0,303.08,639.3,5094.39
532,20250101,37,3892.5,0.0,351.05,608.95,4852.49
533,20250101,27,3633.0,0.0,60.38,530.0,4223.38
534,20250101,9,3719.5,0.0,351.59,584.2,4655.29
535,20250101,1,3010.2,0.0,180.77,457.9,3648.88
536,20250101,44,5276.5,0.0,73.77,767.76,6118.03
537,20250101,7,5190.0,0.0,392.1,801.03,6383.13
538,20250101,42,5190.0,0.0,0.0,744.76,5934.76
539,20250101,30,5968.5,0.0,0.0,856.48,6824.98
540,20250101,17,5536.0,0.0,0.0,794.42,6330.42
541,20250101,31,5017.0,0.0,0.0,719.94,5736.94
542,20250101,34,2646.9,0.0,0.0,379.83,3026.73
543,20250101,38,3062.1,0.0,0.0,439.41,3501.51
544,20250101,36,2750.7,0.0,0.0,394.73,3145.43
545,20250101,23,3010.2,0.0,0.0,431.96,3442.16
546,20250101,33,4065.5,0.0,0.0,583.4,4648.9
547,20250101,32,4498.0,0.0,0.0,645.46,5143.46
548,20250101,28,3892.5,0.0,0.0,558.57,4451.07
549,20250101,43,5536.0,0.0,0.0,794.42,6330.42
550,20250101,20,10812.5,0.0,0.0,1551.59,12364.09
551,20250101,21,8563.5,0.0,0.0,1228.86,9792.36
552,20250101,26,4325.0,0.0,129.12,639.17,5093.29
553,20250101,3,4238.5,0.0,356.01,659.31,5253.82
554,20250101,12,4584.5,0.0,0.0,657.88,5242.38
555,20250201,13,5795.5,442.51,0.0,895.15,7133.16
556,20250201,15,5363.0,260.19,0.0,806.93,6430.12
557,20250201,19,5276.5,800.24,0.0,872.01,6948.75
558,20250201,24,4671.0,480.43,0.0,739.23,5890.66
559,20250201,10,3114.0,376.93,0.0,500.95,3991.88
560,20250201,29,3010.2,236.7,0.0,465.93,3712.83
561,20250201,8,4671.0,228.19,0.0,703.03,5602.23
562,20250201,39,4498.0,685.39,0.0,743.82,5927.21
563,20250201,18,5622.5,542.79,0.0,884.72,7050.01
564,20250201,41,7871.5,0.0,0.0,1129.56,9001.06
565,20250201,11,4065.5,0.0,105.33,598.51,4769.35
566,20250201,2,4065.5,0.0,344.13,632.78,5042.41
567,20250201,25,3979.0,0.0,109.94,586.76,4675.71
568,20250201,14,3806.0,0.0,81.61,557.87,4445.48
569,20250201,40,4238.5,0.0,117.94,625.15,4981.59
570,20250201,35,3892.5,0.0,148.7,579.91,4621.11
571,20250201,47,3806.0,0.0,43.84,552.45,4402.29
572,20250201,22,4152.0,0.0,225.99,628.24,5006.23
573,20250201,37,3892.5,0.0,300.78,601.74,4795.01
574,20250201,27,3633.0,0.0,123.27,539.03,4295.3
575,20250201,9,3719.5,0.0,88.7,546.48,4354.68
576,20250201,1,3010.2,0.0,372.9,485.47,3868.57
577,20250201,44,5276.5,0.0,462.28,823.51,6562.29
578,20250201,7,5190.0,0.0,609.87,832.28,6632.15
579,20250201,42,5190.0,0.0,0.0,744.76,5934.76
580,20250201,30,5968.5,0.0,0.0,856.48,6824.98
581,20250201,17,5536.0,0.0,0.0,794.42,6330.42
582,20250201,31,5017.0,0.0,0.0,719.94,5736.94
583,20250201,34,2646.9,0.0,0.0,379.83,3026.73
584,20250201,38,3062.1,0.0,0.0,439.41,3501.51
585,20250201,36,2750.7,0.0,0.0,394.73,3145.43
586,20250201,23,3010.2,0.0,0.0,431.96,3442.16
587,20250201,33,4065.5,0.0,0.0,583.4,4648.9
588,20250201,32,4498.0,0.0,0.0,645.46,5143.46
589,20250201,28,3892.5,0.0,0.0,558.57,4451.07
590,20250201,43,5536.0,0.0,0.0,794.42,6330.42
591,20250201,20,10812.5,0.0,0.0,1551.59,12364.09
592,20250201,21,8563.5,0.0,0.0,1228.86,9792.36
593,20250201,26,4325.0,0.0,362.98,672.73,5360.71
594,20250201,3,4238.5,0.0,22.56,611.46,4872.52
595,20250201,12,4584.5,0.0,0.0,657.88,5242.38
596,20250301,13,5795.5,377.62,0.0,885.84,7058.97
597,20250301,15,5363.0,733.15,0.0,874.8,6970.95
598,20250301,19,5276.5,733.01,0.0,862.36,6871.88
599,20250301,24,4671.0,974.85,0.0,810.18,6456.03
600,20250301,10,3114.0,572.56,0.0,529.02,4215.59
601,20250301,29,3010.2,199.24,0.0,460.56,3670.0
602,20250301,8,4671.0,621.24,0.0,759.44,6051.67
603,20250301,39,4498.0,815.71,0.0,762.52,6076.23
604,20250301,18,5622.5,985.3,0.0,948.22,7556.02
605,20250301,41,7871.5,0.0,0.0,1129.56,9001.06
606,20250301,11,4065.5,0.0,58.59,591.81,4715.9
607,20250301,2,4065.5,0.0,587.18,667.66,5320.34
608,20250301,25,3979.0,0.0,45.59,577.53,4602.11
609,20250301,14,3806.0,0.0,271.95,585.19,4663.14
610,20250301,40,4238.5,0.0,271.23,647.15,5156.88
611,20250301,35,3892.5,0.0,495.82,629.72,5018.04
612,20250301,47,3806.0,0.0,533.69,622.75,4962.44
613,20250301,22,4152.0,0.0,400.82,653.33,5206.15
614,20250301,37,3892.5,0.0,208.47,588.49,4689.46
615,20250301,27,3633.0,0.0,340.91,570.26,4544.17
616,20250301,9,3719.5,0.0,387.66,589.38,4696.54
617,20250301,44,5276.5,0.0,648.1,850.18,6774.78
618,20250301,7,5190.0,0.0,494.58,815.74,6500.32
619,20250301,42,5190.0,0.0,0.0,744.76,5934.76
620,20250301,30,5968.5,0.0,0.0,856.48,6824.98
621,20250301,17,5536.0,0.0,0.0,794.42,6330.42
622,20250301,31,5017.0,0.0,0.0,719.94,5736.94
623,20250301,34,2646.9,0.0,0.0,379.83,3026.73
624,20250301,38,3062.1,0.0,0.0,439.41,3501.51
625,20250301,36,2750.7,0.0,0.0,394.73,3145.43
626,20250301,23,3010.2,0.0,0.0,431.96,3442.16
627,20250301,33,4065.5,0.0,0.0,583.4,4648.9
628,20250301,32,4498.0,0.0,0.0,645.46,5143.46
629,20250301,28,3892.5,0.0,0.0,558.57,4451.07
630,20250301,43,5536.0,0.0,0.0,794.42,6330.42
631,20250301,20,10812.5,0.0,0.0,1551.59,12364.09
632,20250301,21,8563.5,0.0,0.0,1228.86,9792.36
633,20250301,26,4325.0,0.0,63.76,629.79,5018.55
634,20250301,3,4238.5,0.0,96.51,622.07,4957.08
635,20250301,12,4584.5,0.0,0.0,657.88,5242.38
636,20250401,13,5795.5,936.78,0.0,966.08,7698.36
637,20250401,15,5363.0,407.14,0.0,828.01,6598.15
638,20250401,19,5276.5,248.19,0.0,792.79,6317.48
639,20250401,24,4671.0,1009.9,0.0,815.21,6496.11
640,20250401,10,3114.0,399.78,0.0,504.23,4018.01
641,20250401,29,3010.2,722.58,0.0,535.65,4268.44
642,20250401,8,4671.0,686.3,0.0,768.77,6126.08
643,20250401,39,4498.0,1020.35,0.0,791.88,6310.23
644,20250401,18,5622.5,423.72,0.0,867.63,6913.85
645,20250401,41,7871.5,0.0,0.0,1129.56,9001.06
646,20250401,11,4065.5,0.0,135.33,602.82,4803.65
647,20250401,2,4065.5,0.0,0.92,583.53,4649.95
648,20250401,25,3979.0,0.0,807.83,686.91,5473.74
649,20250401,14,3806.0,0.0,669.71,642.26,5117.97
650,20250401,40,4238.5,0.0,101.54,622.8,4962.83
651,20250401,35,3892.5,0.0,529.69,634.58,5056.78
652,20250401,47,3806.0,0.0,648.06,639.16,5093.22
653,20250401,22,4152.0,0.0,832.81,715.32,5700.13
654,20250401,37,3892.5,0.0,714.7,661.13,5268.33
655,20250401,27,3633.0,0.0,467.62,588.44,4689.05
656,20250401,9,3719.5,0.0,367.99,586.55,4674.04
657,20250401,44,5276.5,0.0,250.39,793.11,6320.0
658,20250401,7,5190.0,0.0,829.71,863.83,6883.54
659,20250401,42,5190.0,0.0,0.0,744.76,5934.76
660,20250401,30,5968.5,0.0,0.0,856.48,6824.98
661,20250401,17,5536.0,0.0,0.0,794.42,6330.42
662,20250401,31,5017.0,0.0,0.0,719.94,5736.94
663,20250401,34,2646.9,0.0,0.0,379.83,3026.73
664,20250401,38,3062.1,0.0,0.0,439.41,3501.51
665,20250401,36,2750.7,0.0,0.0,394.73,3145.43
666,20250401,23,3010.2,0.0,0.0,431.96,3442.16
667,20250401,33,4065.5,0.0,0.0,583.4,4648.9
668,20250401,32,4498.0,0.0,0.0,645.46,5143.46
669,20250401,28,3892.5,0.0,0.0,558.57,4451.07
670,20250401,43,5536.0,0.0,0.0,794.42,6330.42
671,20250401,20,10812.5,0.0,0.0,1551.59,12364.09
672,20250401,21,8563.5,0.0,0.0,1228.86,9792.36
673,20250401,26,4325.0,0.0,485.26,690.27,5500.54
674,20250401,3,4238.5,0.0,422.34,668.83,5329.67
675,20250401,6,2906.4,0.0,587.43,501.36,3995.19
676,20250401,12,4584.5,0.0,0.0,657.88,5242.38
677,20250501,13,5795.5,1355.11,0.0,1026.11,8176.72
678,20250501,15,5363.0,845.71,0.0,890.95,7099.66
679,20250501,19,5276.5,901.99,0.0,886.61,7065.1
680,20250501,24,4671.0,611.3,0.0,758.01,6040.31
681,20250501,10,3114.0,589.07,0.0,531.39,4234.46
682,20250501,29,3010.2,280.17,0.0,472.17,3762.53
683,20250501,8,4671.0,946.16,0.0,806.06,6423.22
684,20250501,39,4498.0,937.03,0.0,779.93,6214.95
685,20250501,18,5622.5,1211.69,0.0,980.71,7814.9
686,20250501,41,7871.5,0.0,0.0,1129.56,9001.06
687,20250501,11,4065.5,0.0,205.78,612.93,4884.21
688,20250501,2,4065.5,0.0,760.56,692.54,5518.6
689,20250501,25,3979.0,0.0,362.03,622.94,4963.97
690,20250501,14,3806.0,0.0,118.69,563.19,4487.88
691,20250501,40,4238.5,0.0,130.03,626.88,4995.41
692,20250501,35,3892.5,0.0,807.65,674.47,5374.63
693,20250501,47,3806.0,0.0,45.89,552.75,4404.64
694,20250501,22,4152.0,0.0,885.06,722.82,5759.87
695,20250501,37,3892.5,0.0,41.17,564.48,4498.15
696,20250501,27,3633.0,0.0,637.51,612.82,4883.33
697,20250501,9,3719.5,0.0,475.47,601.98,4796.95
698,20250501,44,5276.5,0.0,1039.75,906.38,7222.63
699,20250501,7,5190.0,0.0,1061.08,897.03,7148.11
700,20250501,42,5190.0,0.0,0.0,744.76,5934.76
701,20250501,30,5968.5,0.0,0.0,856.48,6824.98
702,20250501,17,5536.0,0.0,0.0,794.42,6330.42
703,20250501,31,5017.0,0.0,0.0,719.94,5736.94
704,20250501,34,2646.9,0.0,0.0,379.83,3026.73
705,20250501,38,3062.1,0.0,0.0,439.41,3501.51
706,20250501,36,2750.7,0.0,0.0,394.73,3145.43
707,20250501,23,3010.2,0.0,0.0,431.96,3442.16
708,20250501,33,4065.5,0.0,0.0,583.4,4648.9
709,20250501,32,4498.0,0.0,0.0,645.46,5143.46
710,20250501,28,3892.5,0.0,0.0,558.57,4451.07
711,20250501,43,5536.0,0.0,0.0,794.42,6330.42
712,20250501,20,10812.5,0.0,0.0,1551.59,12364.09
713,20250501,21,8563.5,0.0,0.0,1228.86,9792.36
714,20250501,26,4325.0,0.0,141.26,640.91,5107.17
715,20250501,3,4238.5,0.0,185.0,634.77,5058.27
716,20250501,6,2906.4,0.0,610.84,504.72,4021.97
717,20250501,12,4584.5,0.0,0.0,657.88,5242.38
718,20250601,13,5795.5,1319.27,0.0,1020.97,8135.74
719,20250601,15,5363.0,1075.62,0.0,923.94,7362.56
720,20250601,19,5276.5,1252.46,0.0,936.91,7465.87
721,20250601,24,4671.0,1087.54,0.0,826.35,6584.89
722,20250601,10,3114.0,369.75,0.0,499.92,3983.67
723,20250601,29,3010.2,286.67,0.0,473.1,3769.97
724,20250601,8,4671.0,1083.7,0.0,825.8,6580.5
725,20250601,39,4498.0,785.1,0.0,758.12,6041.22
726,20250601,18,5622.5,1267.14,0.0,988.66,7878.31
727,20250601,41,7871.5,0.0,0.0,1129.56,9001.06
728,20250601,11,4065.5,0.0,302.79,626.85,4995.14
729,20250601,2,4065.5,0.0,143.23,603.95,4812.68
730,20250601,25,3979.0,0.0,708.67,672.68,5360.35
731,20250601,14,3806.0,0.0,20.21,549.06,4375.27
732,20250601,40,4238.5,0.0,118.18,625.18,4981.86
733,20250601,35,3892.5,0.0,711.98,660.74,5265.23
734,20250601,47,3806.0,0.0,747.86,653.48,5207.34
735,20250601,22,4152.0,0.0,439.58,658.89,5250.47
736,20250601,37,3892.5,0.0,248.25,594.2,4734.94
737,20250601,27,3633.0,0.0,291.99,563.24,4488.23
738,20250601,9,3719.5,0.0,332.7,581.49,4633.69
739,20250601,44,5276.5,0.0,928.54,890.42,7095.47
740,20250601,7,5190.0,0.0,476.85,813.19,6480.05
741,20250601,42,5190.0,0.0,0.0,744.76,5934.76
742,20250601,30,5968.5,0.0,0.0,856.48,6824.98
743,20250601,17,5536.0,0.0,0.0,794.42,6330.42
744,20250601,31,5017.0,0.0,0.0,719.94,5736.94
745,20250601,34,2646.9,0.0,0.0,379.83,3026.73
746,20250601,38,3062.1,0.0,0.0,439.41,3501.51
747,20250601,36,2750.7,0.0,0.0,394.73,3145.43
748,20250601,23,3010.2,0.0,0.0,431.96,3442.16
749,20250601,33,4065.5,0.0,0.0,583.4,4648.9
750,20250601,32,4498.0,0.0,0.0,645.46,5143.46
751,20250601,28,3892.5,0.0,0.0,558.57,4451.07
752,20250601,43,5536.0,0.0,0.0,794.42,6330.42
753,20250601,20,10812.5,0.0,0.0,1551.59,12364.09
754,20250601,21,8563.5,0.0,0.0,1228.86,9792.36
755,20250601,26,4325.0,0.0,377.66,674.83,5377.5
756,20250601,3,4238.5,0.0,303.5,651.78,5193.77
757,20250601,6,2906.4,0.0,218.45,448.42,3573.27
758,20250601,12,4584.5,0.0,0.0,657.88,5242.38
759,20250701,13,5795.5,1008.66,0.0,976.4,7780.55
760,20250701,15,5363.0,575.97,0.0,852.24,6791.21
761,20250701,19,5276.5,627.57,0.0,847.23,6751.3
762,20250701,24,4671.0,872.9,0.0,795.55,6339.45
763,20250701,10,3114.0,440.49,0.0,510.07,4064.56
764,20250701,29,3010.2,355.26,0.0,482.94,3848.4
765,20250701,8,4671.0,856.83,0.0,793.24,6321.08
766,20250701,39,4498.0,296.77,0.0,688.05,5482.82
767,20250701,18,5622.5,791.87,0.0,920.46,7334.83
768,20250701,41,7871.5,0.0,0.0,1129.56,9001.06
769,20250701,11,4065.5,0.0,204.7,612.77,4882.97
770,20250701,2,4065.5,0.0,104.69,598.42,4768.61
771,20250701,25,3979.0,0.0,37.04,576.3,4592.34
772,20250701,14,3806.0,0.0,61.52,554.99,4422.51
773,20250701,40,4238.5,0.0,80.58,619.79,4938.86
774,20250701,35,3892.5,0.0,244.48,593.66,4730.63
775,20250701,47,3806.0,0.0,391.76,602.38,4800.14
776,20250701,22,4152.0,0.0,35.41,600.89,4788.3
777,20250701,37,3892.5,0.0,73.86,569.17,4535.53
778,20250701,27,3633.0,0.0,514.77,595.21,4742.98
779,20250701,9,3719.5,0.0,457.14,599.35,4775.99
780,20250701,44,5276.5,0.0,466.44,824.11,6567.05
781,20250701,7,5190.0,0.0,698.54,845.0,6733.54
782,20250701,42,5190.0,0.0,0.0,744.76,5934.76
783,20250701,30,5968.5,0.0,0.0,856.48,6824.98
784,20250701,17,5536.0,0.0,0.0,794.42,6330.42
785,20250701,31,5017.0,0.0,0.0,719.94,5736.94
786,20250701,34,2646.9,0.0,0.0,379.83,3026.73
787,20250701,38,3062.1,0.0,0.0,439.41,3501.51
788,20250701,36,2750.7,0.0,0.0,394.73,3145.43
789,20250701,23,3010.2,0.0,0.0,431.96,3442.16
790,20250701,33,4065.5,0.0,0.0,583.4,4648.9
791,20250701,32,4498.0,0.0,0.0,645.46,5143.46
792,20250701,28,3892.5,0.0,0.0,558.57,4451.07
793,20250701,43,5536.0,0.0,0.0,794.42,6330.42
794,20250701,20,10812.5,0.0,0.0,1551.59,12364.09
795,20250701,21,8563.5,0.0,0.0,1228.86,9792.36
796,20250701,26,4325.0,0.0,507.61,693.48,5526.09
797,20250701,3,4238.5,0.0,642.7,700.45,5581.65
798,20250701,6,2906.4,0.0,136.62,436.67,3479.7
799,20250701,12,4584.5,0.0,0.0,657.88,5242.38
800,20250801,13,5795.5,555.51,0.0,911.37,7262.37
801,20250801,15,5363.0,569.8,0.0,851.36,6784.16
802,20250801,19,5276.5,1420.01,0.0,960.95,7657.46
803,20250801,24,4671.0,799.01,0.0,784.95,6254.96
804,20250801,10,3114.0,768.21,0.0,557.1,4439.31
805,20250801,29,3010.2,763.55,0.0,541.53,4315.28
806,20250801,8,4671.0,767.81,0.0,780.47,6219.27
807,20250801,39,4498.0,1195.29,0.0,816.99,6510.28
808,20250801,18,5622.5,1173.44,0.0,975.22,7771.16
809,20250801,41,7871.5,0.0,0.0,1129.56,9001.06
810,20250801,11,4065.5,0.0,120.48,600.69,4786.67
811,20250801,2,4065.5,0.0,964.97,721.87,5752.35
812,20250801,25,3979.0,0.0,943.91,706.44,5629.35
813,20250801,14,3806.0,0.0,362.34,598.16,4766.5
814,20250801,40,4238.5,0.0,624.34,697.82,5560.66
815,20250801,35,3892.5,0.0,186.6,585.35,4664.45
816,20250801,47,3806.0,0.0,903.74,675.85,5385.59
817,20250801,22,4152.0,0.0,13.4,597.73,4763.13
818,20250801,37,3892.5,0.0,714.16,661.06,5267.72
819,20250801,27,3633.0,0.0,514.65,595.19,4742.84
820,20250801,9,3719.5,0.0,672.67,630.28,5022.45
821,20250801,44,5276.5,0.0,933.5,891.14,7101.14
822,20250801,7,5190.0,0.0,546.67,823.21,6559.89
823,20250801,42,5190.0,0.0,0.0,744.76,5934.76
824,20250801,30,5968.5,0.0,0.0,856.48,6824.98
825,20250801,17,5536.0,0.0,0.0,794.42,6330.42
826,20250801,31,5017.0,0.0,0.0,719.94,5736.94
827,20250801,34,2646.9,0.0,0.0,379.83,3026.73
828,20250801,38,3062.1,0.0,0.0,439.41,3501.51
829,20250801,36,2750.7,0.0,0.0,394.73,3145.43
830,20250801,23,3010.2,0.0,0.0,431.96,3442.16
831,20250801,33,4065.5,0.0,0.0,583.4,4648.9
832,20250801,32,4498.0,0.0,0.0,645.46,5143.46
833,20250801,28,3892.5,0.0,0.0,558.57,4451.07
834,20250801,43,5536.0,0.0,0.0,794.42,6330.42
835,20250801,20,10812.5,0.0,0.0,1551.59,12364.09
836,20250801,21,8563.5,0.0,0.0,1228.86,9792.36
837,20250801,3,4238.5,0.0,844.97,729.48,5812.95
838,20250801,6,2906.4,0.0,226.11,449.51,3582.02
839,20250801,12,4584.5,0.0,0.0,657.88,5242.38
840,20250901,13,5795.5,1727.8,0.0,1079.59,8602.89
841,20250901,15,5363.0,464.15,0.0,836.2,6663.34
842,20250901,19,5276.5,838.03,0.0,877.44,6991.97
843,20250901,24,4671.0,1538.17,0.0,891.02,7100.19
844,20250901,10,3114.0,925.43,0.0,579.66,4619.08
845,20250901,29,3010.2,316.11,0.0,477.33,3803.64
846,20250901,8,4671.0,411.32,0.0,729.31,5811.63
847,20250901,39,4498.0,459.72,0.0,711.43,5669.16
848,20250901,18,5622.5,722.6,0.0,910.52,7255.63
849,20250901,41,7871.5,0.0,0.0,1129.56,9001.06
850,20250901,11,4065.5,0.0,388.89,639.21,5093.6
851,20250901,2,4065.5,0.0,724.92,687.43,5477.85
852,20250901,25,3979.0,0.0,891.75,698.95,5569.71
853,20250901,14,3806.0,0.0,683.84,644.29,5134.13
854,20250901,40,4238.5,0.0,866.27,732.53,5837.3
855,20250901,35,3892.5,0.0,205.21,588.02,4685.73
856,20250901,47,3806.0,0.0,454.0,611.31,4871.31
857,20250901,22,4152.0,0.0,806.67,711.57,5670.23
858,20250901,37,3892.5,0.0,527.4,634.26,5054.16
859,20250901,27,3633.0,0.0,350.4,571.62,4555.02
860,20250901,9,3719.5,0.0,43.26,539.96,4302.72
861,20250901,44,5276.5,0.0,92.59,770.46,6139.56
862,20250901,7,5190.0,0.0,780.91,856.83,6827.74
863,20250901,42,5190.0,0.0,0.0,744.76,5934.76
864,20250901,30,5968.5,0.0,0.0,856.48,6824.98
865,20250901,17,5536.0,0.0,0.0,794.42,6330.42
866,20250901,31,5017.0,0.0,0.0,719.94,5736.94
867,20250901,34,2646.9,0.0,0.0,379.83,3026.73
868,20250901,38,3062.1,0.0,0.0,439.41,3501.51
869,20250901,36,2750.7,0.0,0.0,394.73,3145.43
870,20250901,23,3010.2,0.0,0.0,431.96,3442.16
871,20250901,33,4065.5,0.0,0.0,583.4,4648.9
872,20250901,32,4498.0,0.0,0.0,645.46,5143.46
873,20250901,28,3892.5,0.0,0.0,558.57,4451.07
874,20250901,43,5536.0,0.0,0.0,794.42,6330.42
875,20250901,20,10812.5,0.0,0.0,1551.59,12364.09
876,20250901,21,8563.5,0.0,0.0,1228.86,9792.36
877,20250901,3,4238.5,0.0,1126.15,769.83,6134.47
878,20250901,6,2906.4,0.0,268.43,455.59,3630.41
879,20250901,12,4584.5,0.0,0.0,657.88,5242.38
880,20250901,4,4325.0,0.0,407.65,679.14,5411.78
881,20251001,13,5795.5,1820.1,0.0,1092.84,8708.44
882,20251001,15,5363.0,1553.17,0.0,992.47,7908.64
883,20251001,19,5276.5,397.28,0.0,814.19,6487.97
884,20251001,24,4671.0,1303.8,0.0,857.38,6832.19
885,20251001,10,3114.0,559.33,0.0,527.12,4200.46
886,20251001,29,3010.2,760.14,0.0,541.04,4311.39
887,20251001,8,4671.0,1518.0,0.0,888.12,7077.12
888,20251001,39,4498.0,753.23,0.0,753.55,6004.78
889,20251001,18,5622.5,957.29,0.0,944.2,7523.99
890,20251001,41,7871.5,0.0,0.0,1129.56,9001.06
891,20251001,11,4065.5,0.0,210.64,613.63,4889.77
892,20251001,2,4065.5,0.0,380.3,637.97,5083.77
893,20251001,25,3979.0,0.0,1025.8,718.19,5722.99
894,20251001,14,3806.0,0.0,817.01,663.4,5286.41
895,20251001,40,4238.5,0.0,417.67,668.16,5324.33
896,20251001,35,3892.5,0.0,259.9,595.87,4748.27
897,20251001,47,3806.0,0.0,512.94,619.77,4938.71
898,20251001,22,4152.0,0.0,745.86,702.84,5600.7
899,20251001,37,3892.5,0.0,398.1,615.7,4906.31
900,20251001,27,3633.0,0.0,296.14,563.83,4492.98
901,20251001,44,5276.5,0.0,1135.26,920.09,7331.84
902,20251001,7,5190.0,0.0,1382.15,943.1,7515.25
903,20251001,42,5190.0,0.0,0.0,744.76,5934.76
904,20251001,30,5968.5,0.0,0.0,856.48,6824.98
905,20251001,17,5536.0,0.0,0.0,794.42,6330.42
906,20251001,31,5017.0,0.0,0.0,719.94,5736.94
907,20251001,34,2646.9,0.0,0.0,379.83,3026.73
908,20251001,38,3062.1,0.0,0.0,439.41,3501.51
909,20251001,36,2750.7,0.0,0.0,394.73,3145.43
910,20251001,23,3010.2,0.0,0.0,431.96,3442.16
911,20251001,33,4065.5,0.0,0.0,583.4,4648.9
912,20251001,32,4498.0,0.0,0.0,645.46,5143.46
913,20251001,28,3892.5,0.0,0.0,558.57,4451.07
914,20251001,43,5536.0,0.0,0.0,794.42,6330.42
915,20251001,20,10812.5,0.0,0.0,1551.59,12364.09
916,20251001,21,8563.5,0.0,0.0,1228.86,9792.36
917,20251001,3,4238.5,0.0,682.47,706.16,5627.13
918,20251001,6,2906.4,0.0,570.8,498.98,3976.18
919,20251001,12,4584.5,0.0,0.0,657.88,5242.38
920,20251001,4,4325.0,0.0,704.26,721.7,5750.96
921,20251101,13,5795.5,485.14,0.0,901.27,7181.91
922,20251101,15,5363.0,353.88,0.0,820.37,6537.25
923,20251101,19,5276.5,1305.29,0.0,944.49,7526.27
924,20251101,24,4671.0,942.72,0.0,805.57,6419.29
925,20251101,10,3114.0,486.93,0.0,516.73,4117.66
