achat_id,no_achat,date_commande_id,date_prevue_id,date_reception_id,fournisseur_id,produit_id,quantite,cout_unitaire,montant,statut,est_retour,retard_jours
316,ACH-70107,20240219,20240404,20240426,5,122,60,208.3,12498.0,Recue,0,22
317,ACH-70107,20240219,20240404,20240426,5,44,60,195.45,11727.0,Recue,0,22
318,ACH-70107,20240219,20240404,20240426,5,55,48,209.35,10048.8,Recue,0,22
319,ACH-70108,20240309,20240423,20240424,5,52,240,179.27,43024.8,Recue,0,1
320,ACH-70108,20240309,20240423,20240424,5,64,240,69.43,16663.2,Recue,0,1
321,ACH-70108,20240309,20240423,20240424,5,44,12,195.45,2345.4,Recue,0,1
322,ACH-70108,20240309,20240423,20240424,5,44,240,195.45,46908.0,Recue,0,1
323,ACH-70109,20240329,20240513,20240513,5,50,120,291.69,35002.8,Recue,0,0
324,ACH-70109,20240329,20240513,20240513,5,64,240,69.43,16663.2,Recue,0,0
325,ACH-70109,20240329,20240513,20240513,5,119,60,58.44,3506.4,Recue,0,0
326,ACH-70110,20240407,20240522,20240522,5,52,96,179.27,17209.92,Recue,0,0
327,ACH-70110,20240407,20240522,20240522,5,50,96,291.69,28002.24,Recue,0,0
328,ACH-70110,20240407,20240522,20240522,5,44,12,195.45,2345.4,Recue,0,0
329,ACH-70110,20240407,20240522,20240522,5,105,240,166.12,39868.8,Recue,0,0
330,ACH-70110,20240407,20240522,20240522,5,122,60,208.3,12498.0,Recue,0,0
331,ACH-70111,20240423,20240607,20240607,5,55,36,209.35,7536.6,Recue,0,0
332,ACH-70111,20240423,20240607,20240607,5,54,120,257.53,30903.6,Recue,0,0
333,ACH-70111,20240423,20240607,20240607,5,119,36,58.44,2103.84,Recue,0,0
334,ACH-70111,20240423,20240607,20240607,5,54,48,257.53,12361.44,Recue,0,0
335,ACH-70111,20240423,20240607,20240607,5,119,96,58.44,5610.24,Recue,0,0
336,ACH-70112,20240513,20240627,20240627,5,50,96,291.69,28002.24,Recue,0,0
337,ACH-70112,20240513,20240627,20240627,5,44,36,195.45,7036.2,Recue,0,0
338,ACH-70113,20240526,20240710,20240710,5,44,60,195.45,11727.0,Recue,0,0
339,ACH-70113,20240526,20240710,20240710,5,122,36,208.3,7498.8,Recue,0,0
340,ACH-70113,20240526,20240710,20240710,5,64,120,69.43,8331.6,Recue,0,0
341,ACH-70113,20240526,20240710,20240710,5,105,96,166.12,15947.52,Recue,0,0
342,ACH-70114,20240613,20240728,20240728,5,123,36,129.56,4664.16,Recue,0,0
343,ACH-70114,20240613,20240728,20240728,5,54,24,257.53,6180.72,Recue,0,0
344,ACH-70115,20240624,20240808,20240808,5,54,60,257.53,15451.8,Recue,0,0
345,ACH-70115,20240624,20240808,20240808,5,64,240,69.43,16663.2,Recue,0,0
346,ACH-70115,20240624,20240808,20240808,5,52,120,179.27,21512.4,Recue,0,0
347,ACH-70116,20240713,20240827,20240827,5,52,60,179.27,10756.2,Recue,0,0
348,ACH-70116,20240713,20240827,20240827,5,105,24,166.12,3986.88,Recue,0,0
349,ACH-70116,20240713,20240827,20240827,5,105,12,166.12,1993.44,Recue,0,0
350,ACH-70117,20240725,20240908,20240908,5,105,96,166.12,15947.52,Recue,0,0
351,ACH-70117,20240725,20240908,20240908,5,55,48,209.35,10048.8,Recue,0,0
352,ACH-70117,20240725,20240908,20240908,5,44,240,195.45,46908.0,Recue,0,0
353,ACH-70117,20240725,20240908,20240908,5,119,12,58.44,701.28,Recue,0,0
354,ACH-70118,20240809,20240923,20240923,5,54,240,257.53,61807.2,Recue,0,0
355,ACH-70118,20240809,20240923,20240923,5,64,12,69.43,833.16,Recue,0,0
356,ACH-70118,20240809,20240923,20240923,5,42,240,261.53,62767.2,Recue,0,0
357,ACH-70119,20240827,20241011,20241011,5,105,120,166.12,19934.4,Recue,0,0
358,ACH-70120,20240909,20241024,20241024,5,122,60,208.3,12498.0,Recue,0,0
359,ACH-70120,20240909,20241024,20241024,5,123,120,129.56,15547.2,Recue,0,0
360,ACH-70120,20240909,20241024,20241024,5,52,96,179.27,17209.92,Recue,0,0
361,ACH-70120,20240909,20241024,20241024,5,122,12,208.3,2499.6,Recue,0,0
362,ACH-70121,20240924,20241108,20241108,5,123,36,129.56,4664.16,Recue,0,0
363,ACH-70121,20240924,20241108,20241108,5,52,60,179.27,10756.2,Recue,0,0
364,ACH-70121,20240924,20241108,20241108,5,50,48,291.69,14001.12,Recue,0,0
365,ACH-70121,20240924,20241108,20241108,5,55,60,209.35,12561.0,Recue,0,0
366,ACH-70121,20240924,20241108,20241108,5,123,24,129.56,3109.44,Recue,0,0
367,ACH-70122,20241005,20241119,20241125,5,42,120,261.53,31383.6,Recue,0,6
368,ACH-70123,20241024,20241208,20241208,5,50,60,291.69,17501.4,Recue,0,0
369,ACH-70123,20241024,20241208,20241208,5,122,240,208.3,49992.0,Recue,0,0
370,ACH-70123,20241024,20241208,20241208,5,105,-24,166.12,-3986.88,Recue,1,0
371,ACH-70124,20241112,20241227,20241229,5,52,240,179.27,43024.8,Recue,0,2
372,ACH-70124,20241112,20241227,20241229,5,119,96,58.44,5610.24,Recue,0,2
373,ACH-70124,20241112,20241227,20241229,5,119,12,58.44,701.28,Recue,0,2
374,ACH-70125,20241127,20250111,20250111,5,64,36,69.43,2499.48,Recue,0,0
375,ACH-70126,20241209,20250123,20250211,5,105,12,166.12,1993.44,Recue,0,19
376,ACH-70127,20241229,20250212,20250212,5,122,24,208.3,4999.2,Recue,0,0
377,ACH-70127,20241229,20250212,20250212,5,55,120,209.35,25122.0,Recue,0,0
378,ACH-70128,20250111,20250225,20250225,5,122,60,212.67,12760.2,Recue,0,0
379,ACH-70128,20250111,20250225,20250225,5,55,36,213.75,7695.0,Recue,0,0
380,ACH-70128,20250111,20250225,20250225,5,55,48,213.75,10260.0,Recue,0,0
381,ACH-70128,20250111,20250225,20250225,5,105,240,169.61,40706.4,Recue,0,0
382,ACH-70129,20250122,20250308,20250308,5,55,48,213.75,10260.0,Recue,0,0
383,ACH-70129,20250122,20250308,20250308,5,50,48,297.82,14295.36,Recue,0,0
384,ACH-70129,20250122,20250308,20250308,5,119,96,59.67,5728.32,Recue,0,0
385,ACH-70129,20250122,20250308,20250308,5,122,36,212.67,7656.12,Recue,0,0
386,ACH-70129,20250122,20250308,20250308,5,119,24,59.67,1432.08,Recue,0,0
387,ACH-70130,20250210,20250327,20250327,5,64,120,70.89,8506.8,Recue,0,0
388,ACH-70130,20250210,20250327,20250327,5,44,96,199.55,19156.8,Recue,0,0
389,ACH-70130,20250210,20250327,20250327,5,123,24,132.28,3174.72,Recue,0,0
390,ACH-70130,20250210,20250327,20250327,5,64,24,70.89,1701.36,Recue,0,0
391,ACH-70131,20250224,20250410,20250410,5,54,24,262.94,6310.56,Recue,0,0
392,ACH-70132,20250307,20250421,20250425,5,119,36,59.67,2148.12,Recue,0,4
393,ACH-70132,20250307,20250421,20250425,5,52,36,183.03,6589.08,Recue,0,4
394,ACH-70132,20250307,20250421,20250425,5,122,120,212.67,25520.4,Recue,0,4
395,ACH-70132,20250307,20250421,20250425,5,42,120,267.02,32042.4,Recue,0,4
396,ACH-70132,20250307,20250421,20250425,5,105,240,169.61,40706.4,Recue,0,4
397,ACH-70133,20250316,20250430,20250430,5,122,12,212.67,2552.04,Recue,0,0
398,ACH-70134,20250330,20250514,20250514,5,105,240,169.61,40706.4,Recue,0,0
399,ACH-70134,20250330,20250514,20250514,5,42,96,267.02,25633.92,Recue,0,0
400,ACH-70135,20250415,20250530,20250601,5,105,36,169.61,6105.96,Recue,0,2
401,ACH-70135,20250415,20250530,20250601,5,54,60,262.94,15776.4,Recue,0,2
402,ACH-70135,20250415,20250530,20250601,5,122,24,212.67,5104.08,Recue,0,2
403,ACH-70135,20250415,20250530,20250601,5,42,120,267.02,32042.4,Recue,0,2
404,ACH-70136,20250429,20250613,20250613,5,55,36,213.75,7695.0,Recue,0,0
405,ACH-70136,20250429,20250613,20250613,5,64,96,70.89,6805.44,Recue,0,0
406,ACH-70136,20250429,20250613,20250613,5,122,48,212.67,10208.16,Recue,0,0
407,ACH-70137,20250519,20250703,20250703,5,122,120,212.67,25520.4,Recue,0,0
408,ACH-70137,20250519,20250703,20250703,5,44,24,199.55,4789.2,Recue,0,0
409,ACH-70137,20250519,20250703,20250703,5,119,36,59.67,2148.12,Recue,0,0
410,ACH-70138,20250604,20250719,20250719,5,42,96,267.02,25633.92,Recue,0,0
411,ACH-70138,20250604,20250719,20250719,5,119,48,59.67,2864.16,Recue,0,0
412,ACH-70138,20250604,20250719,20250719,5,54,240,262.94,63105.6,Recue,0,0
413,ACH-70138,20250604,20250719,20250719,5,119,48,59.67,2864.16,Recue,0,0
414,ACH-70138,20250604,20250719,20250719,5,50,24,297.82,7147.68,Recue,0,0
415,ACH-70139,20250617,20250801,20250803,5,42,12,267.02,3204.24,Recue,0,2
416,ACH-70139,20250617,20250801,20250803,5,122,24,212.67,5104.08,Recue,0,2
417,ACH-70139,20250617,20250801,20250803,5,123,96,132.28,12698.88,Recue,0,2
418,ACH-70139,20250617,20250801,20250803,5,123,12,132.28,1587.36,Recue,0,2
419,ACH-70140,20250630,20250814,20250828,5,54,60,262.94,15776.4,Recue,0,14
420,ACH-70140,20250630,20250814,20250828,5,55,48,213.75,10260.0,Recue,0,14
421,ACH-70140,20250630,20250814,20250828,5,119,36,59.67,2148.12,Recue,0,14
422,ACH-70140,20250630,20250814,20250828,5,122,96,212.67,20416.32,Recue,0,14
423,ACH-70140,20250630,20250814,20250828,5,54,24,262.94,6310.56,Recue,0,14
424,ACH-70141,20250711,20250825,20250825,5,119,24,59.67,1432.08,Recue,0,0
425,ACH-70141,20250711,20250825,20250825,5,123,60,132.28,7936.8,Recue,0,0
426,ACH-70142,20250724,20250907,20250907,5,44,48,199.55,9578.4,Recue,0,0
427,ACH-70142,20250724,20250907,20250907,5,50,120,297.82,35738.4,Recue,0,0
428,ACH-70142,20250724,20250907,20250907,5,44,48,199.55,9578.4,Recue,0,0
429,ACH-70143,20250809,20250923,20251001,5,50,36,297.82,10721.52,Recue,0,8
430,ACH-70144,20250827,20251011,20251017,5,54,12,262.94,3155.28,Recue,0,6
431,ACH-70144,20250827,20251011,20251017,5,122,36,212.67,7656.12,Recue,0,6
432,ACH-70144,20250827,20251011,20251017,5,119,120,59.67,7160.4,Recue,0,6
433,ACH-70144,20250827,20251011,20251017,5,122,120,212.67,25520.4,Recue,0,6
434,ACH-70145,20250914,20251029,20251029,5,122,60,212.67,12760.2,Recue,0,0
435,ACH-70145,20250914,20251029,20251029,5,119,12,59.67,716.04,Recue,0,0
436,ACH-70145,20250914,20251029,20251029,5,50,48,297.82,14295.36,Recue,0,0
437,ACH-70145,20250914,20251029,20251029,5,44,24,199.55,4789.2,Recue,0,0
438,ACH-70146,20250927,20251111,20251121,5,54,120,262.94,31552.8,Recue,0,10
439,ACH-70146,20250927,20251111,20251121,5,64,60,70.89,4253.4,Recue,0,10
440,ACH-70146,20250927,20251111,20251121,5,42,120,267.02,32042.4,Recue,0,10
441,ACH-70147,20251014,20251128,20251128,5,50,120,297.82,35738.4,Recue,0,0
442,ACH-70148,20251027,20251211,20251211,5,42,36,267.02,9612.72,Recue,0,0
443,ACH-70148,20251027,20251211,20251211,5,119,60,59.67,3580.2,Recue,0,0
444,ACH-70148,20251027,20251211,20251211,5,105,48,169.61,8141.28,Recue,0,0
445,ACH-70149,20251113,20251228,20251228,5,42,24,267.02,6408.48,Recue,0,0
446,ACH-70150,20251129,20260113,,5,44,24,199.55,4789.2,En transit,0,
447,ACH-70150,20251129,20260113,,5,55,240,213.75,51300.0,En transit,0,
448,ACH-70151,20251210,20260124,,5,44,240,199.55,47892.0,En transit,0,
449,ACH-70151,20251210,20260124,,5,42,24,267.02,6408.48,En transit,0,
450,ACH-70152,20251230,20260213,,5,42,12,267.02,3204.24,En transit,0,
451,ACH-70152,20251230,20260213,,5,50,48,297.82,14295.36,En transit,0,
452,ACH-70152,20251230,20260213,,5,52,240,183.03,43927.2,En transit,0,
453,ACH-70153,20240106,20240116,20240116,6,106,48,333.09,15988.32,Recue,0,0
454,ACH-70153,20240106,20240116,20240116,6,117,120,98.28,11793.6,Recue,0,0
455,ACH-70153,20240106,20240116,20240116,6,125,24,285.25,6846.0,Recue,0,0
456,ACH-70154,20240121,20240131,20240224,6,106,60,333.09,19985.4,Recue,0,24
457,ACH-70155,20240203,20240213,20240213,6,125,24,285.25,6846.0,Recue,0,0
458,ACH-70155,20240203,20240213,20240213,6,117,240,98.28,23587.2,Recue,0,0
459,ACH-70155,20240203,20240213,20240213,6,106,240,333.09,79941.6,Recue,0,0
460,ACH-70156,20240212,20240222,20240228,6,117,24,98.28,2358.72,Recue,0,6
461,ACH-70156,20240212,20240222,20240228,6,106,12,333.09,3997.08,Recue,0,6
462,ACH-70157,20240223,20240304,20240304,6,106,120,333.09,39970.8,Recue,0,0
463,ACH-70157,20240223,20240304,20240304,6,106,48,333.09,15988.32,Recue,0,0
464,ACH-70157,20240223,20240304,20240304,6,125,120,285.25,34230.0,Recue,0,0
465,ACH-70157,20240223,20240304,20240304,6,117,24,98.28,2358.72,Recue,0,0
466,ACH-70158,20240307,20240317,20240318,6,117,48,98.28,4717.44,Recue,0,1
467,ACH-70158,20240307,20240317,20240318,6,106,120,333.09,39970.8,Recue,0,1
468,ACH-70158,20240307,20240317,20240318,6,106,240,333.09,79941.6,Recue,0,1
469,ACH-70158,20240307,20240317,20240318,6,125,96,285.25,27384.0,Recue,0,1
470,ACH-70158,20240307,20240317,20240318,6,106,240,333.09,79941.6,Recue,0,1
471,ACH-70159,20240327,20240406,20240406,6,117,12,98.28,1179.36,Recue,0,0
472,ACH-70159,20240327,20240406,20240406,6,106,96,333.09,31976.64,Recue,0,0
473,ACH-70159,20240327,20240406,20240406,6,106,48,333.09,15988.32,Recue,0,0
474,ACH-70160,20240415,20240425,20240425,6,117,48,98.28,4717.44,Recue,0,0
475,ACH-70160,20240415,20240425,20240425,6,106,12,333.09,3997.08,Recue,0,0
476,ACH-70161,20240427,20240507,20240507,6,117,48,98.28,4717.44,Recue,0,0
477,ACH-70161,20240427,20240507,20240507,6,106,120,333.09,39970.8,Recue,0,0
478,ACH-70161,20240427,20240507,20240507,6,106,36,333.09,11991.24,Recue,0,0
479,ACH-70162,20240510,20240520,20240520,6,106,36,333.09,11991.24,Recue,0,0
480,ACH-70163,20240524,20240603,20240603,6,117,60,98.28,5896.8,Recue,0,0
481,ACH-70164,20240608,20240618,20240618,6,117,48,98.28,4717.44,Recue,0,0
482,ACH-70164,20240608,20240618,20240618,6,106,96,333.09,31976.64,Recue,0,0
483,ACH-70164,20240608,20240618,20240618,6,106,48,333.09,15988.32,Recue,0,0
484,ACH-70165,20240628,20240708,20240708,6,125,12,285.25,3423.0,Recue,0,0
485,ACH-70166,20240714,20240724,20240724,6,125,12,285.25,3423.0,Recue,0,0
486,ACH-70166,20240714,20240724,20240724,6,117,36,98.28,3538.08,Recue,0,0
487,ACH-70167,20240724,20240803,20240803,6,125,24,285.25,6846.0,Recue,0,0
488,ACH-70167,20240724,20240803,20240803,6,117,60,98.28,5896.8,Recue,0,0
489,ACH-70167,20240724,20240803,20240803,6,106,24,333.09,7994.16,Recue,0,0
490,ACH-70167,20240724,20240803,20240803,6,106,24,333.09,7994.16,Recue,0,0
491,ACH-70168,20240812,20240822,20240822,6,125,36,285.25,10269.0,Recue,0,0
492,ACH-70168,20240812,20240822,20240822,6,106,60,333.09,19985.4,Recue,0,0
493,ACH-70168,20240812,20240822,20240822,6,117,120,98.28,11793.6,Recue,0,0
494,ACH-70168,20240812,20240822,20240822,6,106,36,333.09,11991.24,Recue,0,0
495,ACH-70169,20240822,20240901,20240901,6,125,48,285.25,13692.0,Recue,0,0
496,ACH-70169,20240822,20240901,20240901,6,125,24,285.25,6846.0,Recue,0,0
497,ACH-70169,20240822,20240901,20240901,6,125,240,285.25,68460.0,Recue,0,0
498,ACH-70169,20240822,20240901,20240901,6,125,60,285.25,17115.0,Recue,0,0
499,ACH-70169,20240822,20240901,20240901,6,106,60,333.09,19985.4,Recue,0,0
500,ACH-70170,20240831,20240910,20240910,6,106,12,333.09,3997.08,Recue,0,0
501,ACH-70170,20240831,20240910,20240910,6,117,12,98.28,1179.36,Recue,0,0
502,ACH-70170,20240831,20240910,20240910,6,117,60,98.28,5896.8,Recue,0,0
503,ACH-70171,20240915,20240925,20240925,6,106,24,333.09,7994.16,Recue,0,0
504,ACH-70172,20241002,20241012,20241017,6,117,240,98.28,23587.2,Recue,0,5
505,ACH-70172,20241002,20241012,20241017,6,125,120,285.25,34230.0,Recue,0,5
506,ACH-70172,20241002,20241012,20241017,6,125,36,285.25,10269.0,Recue,0,5
507,ACH-70172,20241002,20241012,20241017,6,125,36,285.25,10269.0,Recue,0,5
508,ACH-70173,20241013,20241023,20241023,6,106,12,333.09,3997.08,Recue,0,0
509,ACH-70174,20241028,20241107,20241108,6,117,240,98.28,23587.2,Recue,0,1
510,ACH-70174,20241028,20241107,20241108,6,106,48,333.09,15988.32,Recue,0,1
511,ACH-70175,20241117,20241127,20241127,6,106,120,333.09,39970.8,Recue,0,0
512,ACH-70175,20241117,20241127,20241127,6,106,96,333.09,31976.64,Recue,0,0
513,ACH-70175,20241117,20241127,20241127,6,125,12,285.25,3423.0,Recue,0,0
514,ACH-70176,20241126,20241206,20241211,6,117,36,98.28,3538.08,Recue,0,5
515,ACH-70177,20241210,20241220,20241220,6,106,48,333.09,15988.32,Recue,0,0
516,ACH-70177,20241210,20241220,20241220,6,125,60,285.25,17115.0,Recue,0,0
517,ACH-70177,20241210,20241220,20241220,6,125,48,285.25,13692.0,Recue,0,0
518,ACH-70178,20241226,20250105,20250105,6,125,12,285.25,3423.0,Recue,0,0
519,ACH-70178,20241226,20250105,20250105,6,125,48,285.25,13692.0,Recue,0,0
520,ACH-70178,20241226,20250105,20250105,6,125,60,285.25,17115.0,Recue,0,0
521,ACH-70179,20250111,20250121,20250121,6,125,24,291.24,6989.76,Recue,0,0
522,ACH-70179,20250111,20250121,20250121,6,117,240,100.34,24081.6,Recue,0,0
523,ACH-70179,20250111,20250121,20250121,6,117,48,100.34,4816.32,Recue,0,0
524,ACH-70179,20250111,20250121,20250121,6,106,120,340.08,40809.6,Recue,0,0
525,ACH-70180,20250126,20250205,20250205,6,106,60,340.08,20404.8,Recue,0,0
526,ACH-70180,20250126,20250205,20250205,6,125,96,291.24,27959.04,Recue,0,0
527,ACH-70180,20250126,20250205,20250205,6,117,96,100.34,9632.64,Recue,0,0
528,ACH-70181,20250212,20250222,20250222,6,125,240,291.24,69897.6,Recue,0,0
529,ACH-70181,20250212,20250222,20250222,6,106,24,340.08,8161.92,Recue,0,0
530,ACH-70181,20250212,20250222,20250222,6,117,12,100.34,1204.08,Recue,0,0
531,ACH-70182,20250226,20250308,20250308,6,117,24,100.34,2408.16,Recue,0,0
532,ACH-70183,20250315,20250325,20250325,6,117,240,100.34,24081.6,Recue,0,0
533,ACH-70183,20250315,20250325,20250325,6,125,24,291.24,6989.76,Recue,0,0
534,ACH-70184,20250403,20250413,20250413,6,125,12,291.24,3494.88,Recue,0,0
535,ACH-70185,20250415,20250425,20250425,6,106,96,340.08,32647.68,Recue,0,0
536,ACH-70186,20250425,20250505,20250530,6,117,240,100.34,24081.6,Recue,0,25
537,ACH-70186,20250425,20250505,20250530,6,125,24,291.24,6989.76,Recue,0,25
538,ACH-70186,20250425,20250505,20250530,6,125,36,291.24,10484.64,Recue,0,25
539,ACH-70186,20250425,20250505,20250530,6,117,24,100.34,2408.16,Recue,0,25
540,ACH-70186,20250425,20250505,20250530,6,125,96,291.24,27959.04,Recue,0,25
541,ACH-70187,20250515,20250525,20250525,6,125,48,291.24,13979.52,Recue,0,0
542,ACH-70187,20250515,20250525,20250525,6,106,240,340.08,81619.2,Recue,0,0
543,ACH-70188,20250526,20250605,20250605,6,125,36,291.24,10484.64,Recue,0,0
544,ACH-70188,20250526,20250605,20250605,6,117,120,100.34,12040.8,Recue,0,0
545,ACH-70188,20250526,20250605,20250605,6,117,96,100.34,9632.64,Recue,0,0
546,ACH-70188,20250526,20250605,20250605,6,117,60,100.34,6020.4,Recue,0,0
547,ACH-70188,20250526,20250605,20250605,6,106,60,340.08,20404.8,Recue,0,0
548,ACH-70189,20250608,20250618,20250618,6,125,48,291.24,13979.52,Recue,0,0
549,ACH-70189,20250608,20250618,20250618,6,125,36,291.24,10484.64,Recue,0,0
550,ACH-70189,20250608,20250618,20250618,6,117,240,100.34,24081.6,Recue,0,0
551,ACH-70190,20250619,20250629,20250629,6,117,240,100.34,24081.6,Recue,0,0
552,ACH-70190,20250619,20250629,20250629,6,106,-9,340.08,-3060.72,Recue,1,0
553,ACH-70190,20250619,20250629,20250629,6,106,36,340.08,12242.88,Recue,0,0
554,ACH-70190,20250619,20250629,20250629,6,125,12,291.24,3494.88,Recue,0,0
555,ACH-70190,20250619,20250629,20250629,6,125,60,291.24,17474.4,Recue,0,0
556,ACH-70191,20250705,20250715,20250715,6,106,24,340.08,8161.92,Recue,0,0
557,ACH-70191,20250705,20250715,20250715,6,125,60,291.24,17474.4,Recue,0,0
558,ACH-70191,20250705,20250715,20250715,6,125,24,291.24,6989.76,Recue,0,0
559,ACH-70192,20250722,20250801,20250801,6,117,96,100.34,9632.64,Recue,0,0
560,ACH-70192,20250722,20250801,20250801,6,125,36,291.24,10484.64,Recue,0,0
561,ACH-70192,20250722,20250801,20250801,6,106,120,340.08,40809.6,Recue,0,0
562,ACH-70192,20250722,20250801,20250801,6,125,240,291.24,69897.6,Recue,0,0
563,ACH-70192,20250722,20250801,20250801,6,117,36,100.34,3612.24,Recue,0,0
564,ACH-70193,20250809,20250819,20250819,6,106,36,340.08,12242.88,Recue,0,0
565,ACH-70193,20250809,20250819,20250819,6,125,36,291.24,10484.64,Recue,0,0
566,ACH-70194,20250827,20250906,20250906,6,117,240,100.34,24081.6,Recue,0,0
567,ACH-70194,20250827,20250906,20250906,6,125,60,291.24,17474.4,Recue,0,0
568,ACH-70194,20250827,20250906,20250906,6,117,24,100.34,2408.16,Recue,0,0
569,ACH-70194,20250827,20250906,20250906,6,106,120,340.08,40809.6,Recue,0,0
570,ACH-70194,20250827,20250906,20250906,6,125,240,291.24,69897.6,Recue,0,0
571,ACH-70195,20250907,20250917,20250917,6,106,48,340.08,16323.84,Recue,0,0
572,ACH-70195,20250907,20250917,20250917,6,117,96,100.34,9632.64,Recue,0,0
573,ACH-70196,20250927,20251007,20251007,6,106,48,340.08,16323.84,Recue,0,0
574,ACH-70196,20250927,20251007,20251007,6,125,96,291.24,27959.04,Recue,0,0
575,ACH-70196,20250927,20251007,20251007,6,117,36,100.34,3612.24,Recue,0,0
576,ACH-70196,20250927,20251007,20251007,6,125,240,291.24,69897.6,Recue,0,0
577,ACH-70196,20250927,20251007,20251007,6,125,120,291.24,34948.8,Recue,0,0
578,ACH-70197,20251006,20251016,20251016,6,125,96,291.24,27959.04,Recue,0,0
579,ACH-70197,20251006,20251016,20251016,6,125,60,291.24,17474.4,Recue,0,0
580,ACH-70197,20251006,20251016,20251016,6,106,12,340.08,4080.96,Recue,0,0
581,ACH-70198,20251026,20251105,20251105,6,117,96,100.34,9632.64,Recue,0,0
582,ACH-70198,20251026,20251105,20251105,6,125,120,291.24,34948.8,Recue,0,0
583,ACH-70199,20251113,20251123,20251123,6,106,120,340.08,40809.6,Recue,0,0
584,ACH-70199,20251113,20251123,20251123,6,106,48,340.08,16323.84,Recue,0,0
585,ACH-70200,20251125,20251205,20251205,6,106,240,340.08,81619.2,Recue,0,0
586,ACH-70200,20251125,20251205,20251205,6,106,24,340.08,8161.92,Recue,0,0
587,ACH-70201,20251209,20251219,20251219,6,117,48,100.34,4816.32,Recue,0,0
588,ACH-70201,20251209,20251219,20251219,6,106,12,340.08,4080.96,Recue,0,0
589,ACH-70201,20251209,20251219,20251219,6,106,96,340.08,32647.68,Recue,0,0
590,ACH-70201,20251209,20251219,20251219,6,125,-30,291.24,-8737.2,Recue,1,0
591,ACH-70202,20251224,20260103,,6,106,60,340.08,20404.8,En transit,0,
592,ACH-70202,20251224,20260103,,6,106,120,340.08,40809.6,En transit,0,
593,ACH-70202,20251224,20260103,,6,106,48,340.08,16323.84,En transit,0,
594,ACH-70203,20240121,20240128,20240131,12,18,120,242.09,29050.8,Recue,0,3
595,ACH-70203,20240121,20240128,20240131,12,5,24,204.06,4897.44,Recue,0,3
596,ACH-70203,20240121,20240128,20240131,12,2,96,292.58,28087.68,Recue,0,3
597,ACH-70204,20240201,20240208,20240208,12,2,240,292.58,70219.2,Recue,0,0
598,ACH-70204,20240201,20240208,20240208,12,14,120,26.62,3194.4,Recue,0,0
599,ACH-70205,20240213,20240220,20240303,12,5,240,204.06,48974.4,Recue,0,12
600,ACH-70205,20240213,20240220,20240303,12,20,36,32.44,1167.84,Recue,0,12
601,ACH-70205,20240213,20240220,20240303,12,14,36,26.62,958.32,Recue,0,12
602,ACH-70205,20240213,20240220,20240303,12,7,36,55.96,2014.56,Recue,0,12
603,ACH-70205,20240213,20240220,20240303,12,15,12,318.69,3824.28,Recue,0,12
604,ACH-70206,20240224,20240302,20240302,12,7,36,55.96,2014.56,Recue,0,0
605,ACH-70206,20240224,20240302,20240302,12,14,120,26.62,3194.4,Recue,0,0
606,ACH-70206,20240224,20240302,20240302,12,14,60,26.62,1597.2,Recue,0,0
607,ACH-70207,20240307,20240314,20240314,12,15,240,318.69,76485.6,Recue,0,0
608,ACH-70207,20240307,20240314,20240314,12,20,48,32.44,1557.12,Recue,0,0
609,ACH-70208,20240327,20240403,20240405,12,5,60,204.06,12243.6,Recue,0,2
610,ACH-70208,20240327,20240403,20240405,12,15,12,318.69,3824.28,Recue,0,2
611,ACH-70208,20240327,20240403,20240405,12,14,48,26.62,1277.76,Recue,0,2
612,ACH-70208,20240327,20240403,20240405,12,12,12,68.19,818.28,Recue,0,2
613,ACH-70209,20240405,20240412,20240412,12,5,24,204.06,4897.44,Recue,0,0
614,ACH-70210,20240419,20240426,20240510,12,20,48,32.44,1557.12,Recue,0,14
615,ACH-70210,20240419,20240426,20240510,12,20,60,32.44,1946.4,Recue,0,14
616,ACH-70210,20240419,20240426,20240510,12,12,96,68.19,6546.24,Recue,0,14
617,ACH-70211,20240501,20240508,20240508,12,15,12,318.69,3824.28,Recue,0,0
618,ACH-70211,20240501,20240508,20240508,12,2,36,292.58,10532.88,Recue,0,0
619,ACH-70212,20240510,20240517,20240517,12,15,240,318.69,76485.6,Recue,0,0
620,ACH-70212,20240510,20240517,20240517,12,14,60,26.62,1597.2,Recue,0,0
621,ACH-70212,20240510,20240517,20240517,12,20,96,32.44,3114.24,Recue,0,0
622,ACH-70212,20240510,20240517,20240517,12,14,48,26.62,1277.76,Recue,0,0
623,ACH-70213,20240530,20240606,20240606,12,2,24,292.58,7021.92,Recue,0,0
624,ACH-70213,20240530,20240606,20240606,12,18,60,242.09,14525.4,Recue,0,0
625,ACH-70213,20240530,20240606,20240606,12,12,48,68.19,3273.12,Recue,0,0
626,ACH-70214,20240613,20240620,20240711,12,14,96,26.62,2555.52,Recue,0,21
627,ACH-70214,20240613,20240620,20240711,12,14,48,26.62,1277.76,Recue,0,21
628,ACH-70214,20240613,20240620,20240711,12,5,24,204.06,4897.44,Recue,0,21
629,ACH-70214,20240613,20240620,20240711,12,5,240,204.06,48974.4,Recue,0,21
630,ACH-70215,20240628,20240705,20240705,12,20,60,32.44,1946.4,Recue,0,0
631,ACH-70216,20240717,20240724,20240724,12,2,36,292.58,10532.88,Recue,0,0
632,ACH-70216,20240717,20240724,20240724,12,5,240,204.06,48974.4,Recue,0,0
