vente_id,no_commande,date_commande_id,date_livraison_id,date_paiement_id,client_id,produit_id,entrepot_id,employe_id,quantite,prix_unitaire,remise_pct,cout_unitaire,montant_ht,cout_total,marge,canal_vente,delai_paiement_jours,delai_livraison_jours
3658,CMD-101922,20241022,20241024,20241212,162,97,2,19,6,340.2,7.5,210.05,2041.2,1260.3,780.9,Portail web,51,2
3659,CMD-100771,20240523,20240526,20240704,154,152,1,39,5,364.16,24.3,265.82,1820.8,1329.1,491.7,Téléphone,42,3
3660,CMD-100973,20240619,20240628,20240726,145,51,3,10,3,115.01,11.3,78.12,345.03,234.36,110.67,Représentant,37,9
3661,CMD-100976,20240620,20240627,20240730,214,60,3,8,32,304.81,23.0,241.9,9753.92,7740.8,2013.12,Portail web,40,7
3662,CMD-101797,20241007,20241009,20241029,215,99,1,8,3,433.78,12.6,287.66,1301.34,862.98,438.36,Téléphone,22,2
3663,CMD-101874,20241016,20241025,20241127,136,129,1,18,2,62.78,12.7,45.49,125.56,90.98,34.58,Téléphone,42,9
3664,CMD-101014,20240627,20240702,20240822,181,38,2,13,37,443.48,19.6,313.36,16408.76,11594.32,4814.44,Représentant,56,5
3665,CMD-101353,20240820,20240829,20241005,192,60,1,19,1,350.44,11.5,241.9,350.44,241.9,108.54,Téléphone,46,9
3666,CMD-101636,20240919,20240925,20241022,160,91,2,13,2,532.75,6.2,279.07,1065.5,558.14,507.36,Portail web,33,6
3667,CMD-100878,20240607,20240610,,165,106,1,18,3,503.48,5.1,333.09,1510.44,999.27,511.17,Représentant,,3
3668,CMD-102246,20241209,20241218,20250115,187,131,2,8,12,58.04,13.4,36.32,696.48,435.84,260.64,Téléphone,37,9
3669,CMD-100208,20240229,20240306,20240503,152,106,1,15,24,484.04,8.8,333.09,11616.96,7994.16,3622.8,Téléphone,64,6
3670,CMD-101676,20240925,20240929,20241115,20,80,2,10,8,291.97,11.7,173.12,2335.76,1384.96,950.8,Portail web,51,4
3671,CMD-101443,20240902,20240909,20241113,89,163,3,10,25,471.22,23.2,294.58,11780.5,7364.5,4416.0,Portail web,72,7
3672,CMD-100164,20240216,20240218,20240403,196,46,2,8,23,365.44,23.4,308.91,8405.12,7104.93,1300.19,Représentant,47,2
3673,CMD-100521,20240418,20240422,20240516,220,64,1,19,3,110.29,12.0,69.43,330.87,208.29,122.58,Portail web,28,4
3674,CMD-100620,20240502,20240505,20240605,120,4,2,19,8,243.01,11.3,155.56,1944.08,1244.48,699.6,Représentant,34,3
3675,CMD-102017,20241101,20241104,20241213,112,170,1,18,6,33.5,4.7,16.6,201.0,99.6,101.4,Téléphone,42,3
3676,CMD-100006,20240101,20240108,20240206,162,133,1,19,24,98.03,3.3,61.66,2352.72,1479.84,872.88,Représentant,36,7
3677,CMD-101428,20240830,20240908,20240928,171,21,3,19,1,310.32,14.7,201.55,310.32,201.55,108.77,Portail web,29,9
3678,CMD-101240,20240806,20240809,,72,60,1,15,24,362.45,8.4,241.9,8698.8,5805.6,2893.2,Courriel,,3
3679,CMD-100382,20240329,20240404,20240517,196,6,3,8,10,248.35,25.8,178.72,2483.5,1787.2,696.3,Téléphone,49,6
3680,CMD-101722,20240930,20241003,20241110,169,173,1,15,6,351.8,11.8,207.98,2110.8,1247.88,862.92,Téléphone,41,3
3681,CMD-102251,20241210,20241218,20250112,130,155,2,39,2,464.31,14.3,322.38,928.62,644.76,283.86,Non renseigné,33,8
3682,CMD-100651,20240507,20240512,20240712,145,38,1,10,2,485.7,12.0,313.36,971.4,626.72,344.68,Téléphone,66,5
3683,CMD-100780,20240524,20240529,20240710,206,121,3,15,2,75.72,2.7,43.73,151.44,87.46,63.98,Portail web,47,5
3684,CMD-100252,20240307,20240311,20240419,148,53,2,8,3,284.76,13.0,176.84,854.28,530.52,323.76,Portail web,43,4
3685,CMD-100959,20240618,20240622,20240803,27,116,2,15,4,76.34,13.9,58.93,305.36,235.72,69.64,Représentant,46,4
3686,CMD-100850,20240603,20240606,20240706,167,32,1,15,34,417.54,23.7,339.97,14196.36,11558.98,2637.38,Représentant,33,3
3687,CMD-100985,20240621,20240625,20240730,140,28,2,19,3,215.3,8.9,140.77,645.9,422.31,223.59,Portail web,39,4
3688,CMD-100514,20240417,20240422,20240613,167,63,1,15,19,292.24,20.7,242.15,5552.56,4600.85,951.71,Courriel,57,5
3689,CMD-100039,20240111,20240116,20240202,94,142,1,18,1,139.57,14.4,98.85,139.57,98.85,40.72,Représentant,22,5
3690,CMD-101867,20241016,20241019,20241128,204,91,2,13,1,481.87,15.2,279.07,481.87,279.07,202.8,Représentant,43,3
3691,CMD-102143,20241120,20241126,20250108,124,81,3,8,3,543.72,8.3,302.82,1631.16,908.46,722.7,Représentant,49,6
3692,CMD-100393,20240401,20240409,20240430,111,40,2,13,6,423.08,4.0,268.77,2538.48,1612.62,925.86,Représentant,29,8
3693,CMD-102152,20241121,20241129,20241230,138,141,2,24,2,473.12,5.2,307.78,946.24,615.56,330.68,Téléphone,39,8
3694,CMD-101459,20240903,20240911,20241021,120,25,1,19,2,195.71,16.3,146.28,391.42,292.56,98.86,Téléphone,48,8
3695,CMD-101609,20240917,20240922,20241023,137,26,1,18,2,411.41,6.1,241.74,822.82,483.48,339.34,Téléphone,36,5
3696,CMD-100427,20240405,20240411,20240521,154,4,2,39,35,216.76,20.9,155.56,7586.6,5444.6,2142.0,Téléphone,46,6
3697,CMD-101278,20240812,20240817,20240916,46,83,2,8,3,264.45,13.9,157.14,793.35,471.42,321.93,Téléphone,35,5
3698,CMD-101102,20240712,20240716,20240819,47,58,1,29,1,206.81,15.5,146.46,206.81,146.46,60.35,Courriel,38,4
3699,CMD-100696,20240513,20240518,,193,165,2,24,3,175.08,4.9,105.7,525.24,317.1,208.14,Représentant,,5
3700,CMD-101959,20241026,20241029,20241201,23,88,3,13,3,614.07,2.5,335.85,1842.21,1007.55,834.66,Portail web,36,3
3701,CMD-100662,20240508,20240515,20240608,108,139,2,18,2,299.11,16.6,198.93,598.22,397.86,200.36,Portail web,31,7
3702,CMD-102041,20241106,20241110,20241224,179,4,1,15,1,258.27,5.8,155.56,258.27,155.56,102.71,Téléphone,48,4
3703,CMD-101557,20240912,20240916,20241019,65,50,3,10,6,424.51,15.8,291.69,2547.06,1750.14,796.92,Salon,37,4
3704,CMD-101020,20240627,20240703,20240820,55,3,1,24,3,273.8,8.2,188.61,821.4,565.83,255.57,Téléphone,54,6
3705,CMD-101946,20241024,20241030,20241124,9,134,2,39,6,107.52,2.2,60.5,645.12,363.0,282.12,Représentant,31,6
3706,CMD-100082,20240125,20240202,20240320,211,98,1,39,3,394.0,10.6,257.11,1182.0,771.33,410.67,Téléphone,55,8
3707,CMD-101491,20240906,20240913,,94,38,2,18,3,491.31,11.0,313.36,1473.93,940.08,533.85,Portail web,,7
3708,CMD-100280,20240313,20240318,20240421,85,71,3,29,9,409.66,23.2,301.72,3686.94,2715.48,971.46,Courriel,39,5
3709,CMD-100958,20240618,20240623,20240713,69,56,3,39,4,416.23,15.4,287.11,1664.92,1148.44,516.48,Courriel,25,5
3710,CMD-102218,20241130,20241202,20250107,100,106,2,29,4,464.76,12.4,333.09,1859.04,1332.36,526.68,Portail web,38,2
3711,CMD-101335,20240819,20240828,20240912,45,3,2,10,8,274.61,7.9,188.61,2196.88,1508.88,688.0,Portail web,24,9
3712,CMD-100494,20240415,20240419,20240512,61,92,3,18,2,259.0,8.2,140.04,518.0,280.08,237.92,Portail web,27,4
3713,CMD-100123,20240206,20240209,20240328,175,39,2,8,2,180.68,8.7,119.66,361.36,239.32,122.04,Portail web,51,3
3714,CMD-100558,20240424,20240502,20240523,17,59,3,15,12,410.65,22.1,324.94,4927.8,3899.28,1028.52,Portail web,29,8
3715,CMD-100168,20240219,20240228,20240404,55,85,1,24,12,63.67,5.3,40.9,764.04,490.8,273.24,Représentant,45,9
3716,CMD-101597,20240916,20240923,20241021,89,69,1,10,9,324.21,18.7,198.5,2917.89,1786.5,1131.39,Représentant,35,7
3717,CMD-101460,20240903,20240909,20241027,98,53,1,19,1,314.24,4.0,176.84,314.24,176.84,137.4,Représentant,54,6
3718,CMD-100153,20240214,20240217,20240331,3,61,3,15,6,100.26,15.1,75.23,601.56,451.38,150.18,Représentant,46,3
3719,CMD-100859,20240603,20240610,20240723,47,135,2,29,1,63.37,13.6,39.89,63.37,39.89,23.48,Portail web,50,7
3720,CMD-100545,20240422,20240430,20240713,180,48,1,15,6,42.66,16.7,32.82,255.96,196.92,59.04,Courriel,82,8
3721,CMD-101085,20240708,20240714,20240822,92,39,1,39,2,146.87,25.8,119.66,293.74,239.32,54.42,Représentant,45,6
3722,CMD-102220,20241202,20241204,20250121,154,79,1,39,5,203.06,23.0,144.83,1015.3,724.15,291.15,Téléphone,50,2
3723,CMD-101978,20241029,20241103,20241213,61,137,2,18,2,41.52,3.0,25.06,83.04,50.12,32.92,Représentant,45,5
3724,CMD-102106,20241114,20241123,20241227,42,87,1,18,2,361.84,6.2,211.22,723.68,422.44,301.24,Représentant,43,9
3725,CMD-101460,20240903,20240909,20241027,98,179,1,19,24,414.52,4.0,226.59,9948.48,5438.16,4510.32,Représentant,54,6
3726,CMD-100241,20240306,20240312,20240412,156,97,1,39,3,344.45,6.4,210.05,1033.35,630.15,403.2,Représentant,37,6
3727,CMD-101136,20240722,20240724,20240828,99,33,2,15,12,144.3,23.0,110.89,1731.6,1330.68,400.92,Portail web,37,2
3728,CMD-101844,20241011,20241019,20241019,36,33,2,8,2,156.08,16.7,110.89,312.16,221.78,90.38,Représentant,8,8
3729,CMD-101097,20240711,20240719,20240912,43,120,3,15,4,259.06,12.7,182.88,1036.24,731.52,304.72,Représentant,63,8
3730,CMD-100156,20240215,20240224,20240403,78,167,2,24,8,339.31,8.6,205.42,2714.48,1643.36,1071.12,Salon,48,9
3731,CMD-101422,20240829,20240904,20241014,6,49,2,13,8,47.79,12.5,30.58,382.32,244.64,137.68,Représentant,46,6
3732,CMD-100724,20240516,20240520,20240701,136,111,3,18,3,185.01,16.5,145.84,555.03,437.52,117.51,Représentant,46,4
3733,CMD-102220,20241202,20241204,20250121,154,100,1,39,3,413.16,23.0,306.44,1239.48,919.32,320.16,Téléphone,50,2
3734,CMD-101951,20241024,20241026,20241121,196,127,1,8,7,227.18,24.6,170.72,1590.26,1195.04,395.22,Représentant,28,2
3735,CMD-100205,20240228,20240305,20240415,23,111,2,13,8,208.51,5.9,145.84,1668.08,1166.72,501.36,Représentant,47,6
3736,CMD-102126,20241118,20241124,20241217,17,177,1,15,9,306.36,24.8,211.22,2757.24,1900.98,856.26,Courriel,29,6
3737,CMD-101451,20240902,20240909,20241101,80,73,2,24,21,343.07,23.7,255.0,7204.47,5355.0,1849.47,Téléphone,60,7
3738,CMD-100874,20240606,20240613,20240812,135,20,3,29,4,56.22,2.2,32.44,224.88,129.76,95.12,Représentant,67,7
3739,CMD-101280,20240812,20240817,20240820,210,20,1,29,31,46.84,18.5,32.44,1452.04,1005.64,446.4,Portail web,8,5
3740,CMD-101081,20240708,20240712,20240816,167,14,2,15,13,33.53,25.0,26.62,435.89,346.06,89.83,Représentant,39,4
3741,CMD-101229,20240805,20240808,20240914,25,43,2,15,1,438.67,16.9,294.1,438.67,294.1,144.57,Téléphone,40,3
3742,CMD-101055,20240702,20240704,20240804,196,116,3,8,8,66.81,24.7,58.93,534.48,471.44,63.04,Téléphone,33,2
3743,CMD-101226,20240805,20240813,20241007,210,49,1,29,8,40.49,25.9,30.58,323.92,244.64,79.28,Représentant,63,8
3744,CMD-101630,20240919,20240921,20241010,198,55,1,15,2,302.3,8.0,209.35,604.6,418.7,185.9,Téléphone,21,2
3745,CMD-100735,20240517,20240519,20240620,173,126,1,15,2,193.76,4.3,130.29,387.52,260.58,126.94,Portail web,34,2
3746,CMD-102119,20241118,20241126,20241228,150,88,3,18,3,525.97,16.5,335.85,1577.91,1007.55,570.36,Portail web,40,8
3747,CMD-100640,20240506,20240508,20240708,100,44,1,29,1,290.7,10.0,195.45,290.7,195.45,95.25,Représentant,63,2
3748,CMD-101306,20240814,20240818,20240829,85,10,2,29,74,123.65,24.1,87.08,9150.1,6443.92,2706.18,Portail web,15,4
3749,CMD-101502,20240906,20240908,20241016,36,95,2,8,8,90.84,12.4,53.64,726.72,429.12,297.6,Portail web,40,2
3750,CMD-101114,20240716,20240724,20240914,28,52,1,18,2,280.18,8.8,179.27,560.36,358.54,201.82,Représentant,60,8
3751,CMD-101957,20241025,20241102,20241203,78,155,3,24,6,496.49,8.4,322.38,2978.94,1934.28,1044.66,Représentant,39,8
3752,CMD-100543,20240422,20240427,20240610,50,64,2,29,6,105.7,15.6,69.43,634.2,416.58,217.62,Représentant,49,5
3753,CMD-101749,20241002,20241005,20241102,92,69,2,39,7,302.88,24.0,198.5,2120.16,1389.5,730.66,Téléphone,31,3
3754,CMD-102070,20241111,20241116,20250109,94,84,2,18,3,506.6,12.7,312.0,1519.8,936.0,583.8,Représentant,59,5
3755,CMD-101740,20241001,20241005,20241031,168,130,1,19,24,491.84,12.9,317.23,11804.16,7613.52,4190.64,Représentant,30,4
3756,CMD-101328,20240816,20240820,20240912,159,52,1,18,6,280.68,8.6,179.27,1684.08,1075.62,608.46,Téléphone,27,4
3757,CMD-101281,20240812,20240820,20240926,50,25,2,29,3,202.63,13.3,146.28,607.89,438.84,169.05,Représentant,45,8
3758,CMD-101280,20240812,20240817,20240820,210,13,1,29,18,420.77,18.5,308.85,7573.86,5559.3,2014.56,Représentant,8,5
3759,CMD-101388,20240826,20240828,20241017,186,15,1,10,24,517.31,2.6,318.69,12415.44,7648.56,4766.88,Courriel,52,2
3760,CMD-101995,20241030,20241106,20241222,27,132,3,15,2,171.84,13.5,125.81,343.68,251.62,92.06,Téléphone,53,7
3761,CMD-101656,20240923,20240927,20241114,91,12,3,24,2,116.17,4.6,68.19,232.34,136.38,95.96,Représentant,52,4
3762,CMD-100059,20240118,20240126,20240309,36,141,2,8,1,435.08,12.8,307.78,435.08,307.78,127.3,Représentant,51,8
3763,CMD-100347,20240325,20240331,20240508,113,63,1,13,3,343.35,6.8,242.15,1030.05,726.45,303.6,Représentant,44,6
3764,CMD-101199,20240801,20240805,20241002,136,59,2,18,2,438.17,16.9,324.94,876.34,649.88,226.46,Représentant,62,4
3765,CMD-100891,20240608,20240615,20240715,92,8,1,39,5,189.73,18.9,128.94,948.65,644.7,303.95,Représentant,37,7
3766,CMD-100090,20240129,20240205,20240215,89,154,2,10,5,399.36,25.3,323.13,1996.8,1615.65,381.15,Représentant,17,7
3767,CMD-101703,20240927,20241002,,187,61,1,8,12,101.34,14.2,75.23,1216.08,902.76,313.32,Représentant,,5
3768,CMD-100449,20240408,20240410,,54,106,1,13,8,516.44,2.7,333.09,4131.52,2664.72,1466.8,Portail web,,2
3769,CMD-101173,20240729,20240731,20240828,217,35,3,39,3,40.58,16.1,30.0,121.74,90.0,31.74,Portail web,30,2
3770,CMD-101356,20240820,20240829,20240930,22,54,2,19,12,398.97,14.4,257.53,4787.64,3090.36,1697.28,Représentant,41,9
3771,CMD-101301,20240814,20240818,20241023,203,2,1,19,15,375.46,19.9,292.58,5631.9,4388.7,1243.2,Courriel,70,4
3772,CMD-100512,20240417,20240422,20240502,167,135,3,15,12,55.19,24.7,39.89,662.28,478.68,183.6,Téléphone,15,5
3773,CMD-101602,20240916,20240921,20241025,39,125,2,15,2,384.0,12.7,285.25,768.0,570.5,197.5,Portail web,39,5
3774,CMD-102230,20241204,20241211,20250119,147,165,2,15,6,178.41,3.1,105.7,1070.46,634.2,436.26,Courriel,46,7
3775,CMD-101598,20240916,20240922,20241023,178,43,1,24,1,449.13,14.9,294.1,449.13,294.1,155.03,Représentant,37,6
3776,CMD-101706,20240927,20241005,20241019,218,64,1,24,23,102.71,18.0,69.43,2362.33,1596.89,765.44,Représentant,22,8
3777,CMD-102011,20241031,20241105,20241213,46,58,2,8,4,216.76,11.5,146.46,867.04,585.84,281.2,Salon,43,5
3778,CMD-101837,20241011,20241019,20241030,158,9,1,39,3,88.45,15.9,66.28,265.35,198.84,66.51,Portail web,19,8
3779,CMD-100247,20240307,20240311,20240430,218,125,1,24,5,326.64,25.7,285.25,1633.2,1426.25,206.95,Salon,54,4
3780,CMD-102115,20241116,20241118,20241206,155,78,3,19,1,365.79,4.6,197.64,365.79,197.64,168.15,Représentant,20,2
3781,CMD-100963,20240618,20240623,20240712,72,48,1,15,6,47.15,7.9,32.82,282.9,196.92,85.98,Représentant,24,5
3782,CMD-100173,20240220,20240224,20240405,3,66,3,15,2,298.76,13.3,199.26,597.52,398.52,199.0,Représentant,45,4
3783,CMD-100816,20240529,20240531,20240710,137,22,1,18,2,421.11,7.3,247.74,842.22,495.48,346.74,Téléphone,42,2
3784,CMD-100283,20240313,20240316,20240510,184,41,3,8,4,218.46,13.8,159.88,873.84,639.52,234.32,Portail web,58,3
3785,CMD-101398,20240827,20240905,20240918,164,12,1,15,12,108.74,10.7,68.19,1304.88,818.28,486.6,Représentant,22,9
3786,CMD-100220,20240302,20240309,20240410,40,10,1,39,3,133.6,18.0,87.08,400.8,261.24,139.56,Représentant,39,7
3787,CMD-102309,20241226,20241229,20250210,56,163,2,15,4,541.89,11.6,294.58,2167.56,1178.32,989.24,Téléphone,46,3
3788,CMD-100016,20240104,20240113,20240216,55,112,1,24,24,105.37,8.3,65.64,2528.88,1575.36,953.52,Portail web,43,9
3789,CMD-101708,20240927,20240930,20241029,17,77,2,15,26,254.76,25.5,167.57,6623.76,4356.82,2266.94,Portail web,32,3
3790,CMD-101843,20241011,20241015,20241111,65,65,1,10,12,222.74,10.7,128.81,2672.88,1545.72,1127.16,Représentant,31,4
3791,CMD-100837,20240531,20240607,20240722,22,72,2,19,6,334.27,15.5,196.62,2005.62,1179.72,825.9,Téléphone,52,7
3792,CMD-101510,20240909,20240917,20241014,32,39,3,39,1,180.52,8.8,119.66,180.52,119.66,60.86,Téléphone,35,8
3793,CMD-100034,20240110,20240116,20240322,154,157,1,39,14,40.05,23.5,24.69,560.7,345.66,215.04,Téléphone,72,6
3794,CMD-102167,20241123,20241128,20241222,137,115,1,18,6,68.03,8.9,46.26,408.18,277.56,130.62,Portail web,29,5
3795,CMD-100145,20240213,20240218,20240311,40,111,1,39,29,180.52,18.5,145.84,5235.08,4229.36,1005.72,Courriel,27,5
3796,CMD-101222,20240805,20240811,20240911,42,116,1,18,4,82.0,7.5,58.93,328.0,235.72,92.28,Portail web,37,6
3797,CMD-101849,20241012,20241017,20241126,36,143,2,8,2,322.75,14.0,215.92,645.5,431.84,213.66,Portail web,45,5
3798,CMD-101604,20240916,20240920,20241029,90,178,2,24,4,183.84,10.5,116.97,735.36,467.88,267.48,Courriel,43,4
3799,CMD-100113,20240202,20240208,20240322,215,86,1,8,6,118.43,14.0,80.72,710.58,484.32,226.26,Portail web,49,6
3800,CMD-101908,20241021,20241025,20241204,73,101,1,13,6,96.79,10.8,62.94,580.74,377.64,203.1,Représentant,44,4
3801,CMD-101860,20241015,20241023,20241116,135,114,2,29,6,232.21,8.1,149.59,1393.26,897.54,495.72,Représentant,32,8
3802,CMD-102314,20241227,20250103,20250226,17,129,1,15,15,58.12,19.2,45.49,871.8,682.35,189.45,Téléphone,61,7
3803,CMD-100277,20240312,20240317,20240419,41,166,2,39,6,361.83,12.9,212.88,2170.98,1277.28,893.7,Courriel,38,5
3804,CMD-100404,20240402,20240406,20240521,187,139,2,8,3,322.4,10.1,198.93,967.2,596.79,370.41,Représentant,49,4
3805,CMD-101080,20240708,20240712,20240903,69,55,3,39,6,292.21,11.0,209.35,1753.26,1256.1,497.16,Représentant,57,4
3806,CMD-101369,20240822,20240824,20240927,73,28,2,13,2,197.85,16.3,140.77,395.7,281.54,114.16,Portail web,36,2
3807,CMD-100896,20240610,20240619,20240731,171,123,1,19,3,190.1,12.6,129.56,570.3,388.68,181.62,Portail web,51,9
3808,CMD-101236,20240806,20240813,20240930,118,26,2,24,1,370.87,15.4,241.74,370.87,241.74,129.13,Représentant,55,7
3809,CMD-101487,20240906,20240909,20241009,99,52,1,15,26,239.81,21.9,179.27,6235.06,4661.02,1574.04,Courriel,33,3
3810,CMD-100588,20240430,20240505,20240617,14,115,1,19,24,64.12,14.1,46.26,1538.88,1110.24,428.64,Représentant,48,5
3811,CMD-101026,20240628,20240704,20240811,17,68,1,15,25,439.87,22.0,284.28,10996.75,7107.0,3889.75,Téléphone,44,6
3812,CMD-100046,20240115,20240120,20240208,80,29,2,24,2,313.93,19.9,238.44,627.86,476.88,150.98,Téléphone,24,5
3813,CMD-101889,20241017,20241023,20241122,80,31,3,24,4,392.85,24.4,294.44,1571.4,1177.76,393.64,Représentant,36,6
3814,CMD-101557,20240912,20240916,20241019,65,72,3,10,8,333.25,15.8,196.62,2666.0,1572.96,1093.04,Courriel,37,4
3815,CMD-101724,20240930,20241006,20241106,193,4,1,24,8,254.12,7.3,155.56,2032.96,1244.48,788.48,Représentant,37,6
3816,CMD-101014,20240627,20240702,20240822,181,56,2,13,5,395.29,19.6,287.11,1976.45,1435.55,540.9,Salon,56,5
3817,CMD-100408,20240403,20240411,20240516,17,135,2,15,5,55.19,24.7,39.89,275.95,199.45,76.5,Représentant,43,8
3818,CMD-101404,20240827,20240829,20240918,210,53,2,29,7,245.49,25.0,176.84,1718.43,1237.88,480.55,Téléphone,22,2
3819,CMD-100342,20240322,20240329,20240507,14,48,3,19,8,42.64,16.7,32.82,341.12,262.56,78.56,Téléphone,46,7
3820,CMD-100670,20240509,20240514,20240620,35,107,1,19,4,203.57,7.6,147.44,814.28,589.76,224.52,Téléphone,42,5
3821,CMD-101159,20240724,20240801,20240914,203,15,2,19,7,427.37,19.5,318.69,2991.59,2230.83,760.76,Portail web,52,8
3822,CMD-101403,20240827,20240903,20241029,156,15,2,39,2,499.18,6.0,318.69,998.36,637.38,360.98,Représentant,63,7
3823,CMD-101193,20240801,20240810,20240809,108,136,3,18,1,180.76,12.9,110.14,180.76,110.14,70.62,Téléphone,8,9
3824,CMD-100458,20240409,20240414,20240610,130,59,1,39,4,466.04,11.6,324.94,1864.16,1299.76,564.4,Portail web,62,5
3825,CMD-101434,20240830,20240905,20241008,5,44,1,8,3,307.41,4.8,195.45,922.23,586.35,335.88,Représentant,39,6
3826,CMD-101846,20241012,20241019,20241205,90,150,1,24,3,550.94,12.0,339.92,1652.82,1019.76,633.06,Représentant,54,7
3827,CMD-101211,20240802,20240805,20240830,196,27,1,8,12,344.01,24.9,249.72,4128.12,2996.64,1131.48,Représentant,28,3
3828,CMD-101082,20240708,20240712,20240815,203,121,2,19,2,63.79,18.1,43.73,127.58,87.46,40.12,Représentant,38,4
3829,CMD-101633,20240919,20240924,20241122,194,147,2,8,7,444.48,25.7,339.78,3111.36,2378.46,732.9,Représentant,64,5
3830,CMD-101871,20241016,20241025,20241129,183,42,2,10,4,430.0,2.6,261.53,1720.0,1046.12,673.88,Représentant,44,9
3831,CMD-101358,20240821,20240829,20240912,171,23,2,19,6,338.94,10.2,239.29,2033.64,1435.74,597.9,Représentant,22,8
3832,CMD-100379,20240329,20240331,20240524,57,5,2,39,8,276.75,15.4,204.06,2214.0,1632.48,581.52,Téléphone,56,2
3833,CMD-101163,20240726,20240802,20240827,117,26,1,18,1,380.93,13.1,241.74,380.93,241.74,139.19,Non renseigné,32,7
3834,CMD-101347,20240820,20240829,20241002,40,177,3,39,8,325.89,20.0,211.22,2607.12,1689.76,917.36,Téléphone,43,9
3835,CMD-101200,20240801,20240804,20240908,12,41,2,39,8,228.07,10.0,159.88,1824.56,1279.04,545.52,Représentant,38,3
3836,CMD-101757,20241003,20241009,20241203,214,154,3,8,48,435.13,18.6,323.13,20886.24,15510.24,5376.0,Téléphone,61,6
3837,CMD-101411,20240827,20240831,20241022,129,129,2,18,3,63.97,11.0,45.49,191.91,136.47,55.44,Représentant,56,4
3838,CMD-100437,20240408,20240414,20240514,17,55,1,15,5,254.24,22.6,209.35,1271.2,1046.75,224.45,Représentant,36,6
3839,CMD-100591,20240430,20240506,20240615,218,167,3,24,3,289.5,22.0,205.42,868.5,616.26,252.24,Représentant,46,6
3840,CMD-100134,20240209,20240218,20240225,130,178,2,39,6,177.26,13.7,116.97,1063.56,701.82,361.74,Téléphone,16,9
3841,CMD-100387,20240330,20240407,20240413,92,39,2,39,7,157.32,20.5,119.66,1101.24,837.62,263.62,Représentant,14,8
3842,CMD-100727,20240516,20240521,20240527,38,6,2,8,8,293.98,12.2,178.72,2351.84,1429.76,922.08,Téléphone,11,5
3843,CMD-100747,20240520,20240528,,189,46,2,19,24,423.91,11.2,308.91,10173.84,7413.84,2760.0,Téléphone,,8
3844,CMD-101428,20240830,20240908,20240928,171,59,3,19,1,449.94,14.7,324.94,449.94,324.94,125.0,Téléphone,29,9
3845,CMD-102023,20241101,20241105,20241211,218,97,3,24,20,283.22,23.0,210.05,5664.4,4201.0,1463.4,Portail web,40,4
3846,CMD-101260,20240809,20240818,20240912,108,65,1,18,2,216.49,13.2,128.81,432.98,257.62,175.36,Téléphone,34,9
3847,CMD-102199,20241128,20241207,20250104,213,74,1,39,6,177.19,8.7,108.27,1063.14,649.62,413.52,Courriel,37,9
3848,CMD-100698,20240513,20240521,20240611,115,165,2,10,2,172.25,6.4,105.7,344.5,211.4,133.1,Portail web,29,8
3849,CMD-101871,20241016,20241025,20241129,183,162,2,10,6,133.54,2.6,66.97,801.24,401.82,399.42,Portail web,44,9
3850,CMD-101685,20240925,20241001,20241111,167,73,2,15,8,368.16,18.1,255.0,2945.28,2040.0,905.28,Représentant,47,6
3851,CMD-100996,20240625,20240703,20240905,158,42,1,39,3,392.18,11.1,261.53,1176.54,784.59,391.95,Téléphone,72,8
3852,CMD-100382,20240329,20240404,20240517,196,57,3,8,10,22.14,25.8,19.26,221.4,192.6,28.8,Portail web,49,6
3853,CMD-101082,20240708,20240712,20240815,203,129,2,19,71,58.91,18.1,45.49,4182.61,3229.79,952.82,Représentant,38,4
3854,CMD-100692,20240513,20240516,20240710,212,21,2,8,4,319.46,12.2,201.55,1277.84,806.2,471.64,Téléphone,58,3
3855,CMD-100025,20240108,20240115,20240204,165,22,1,18,3,431.57,5.0,247.74,1294.71,743.22,551.49,Représentant,27,7
3856,CMD-102044,20241106,20241109,20241224,167,139,2,15,13,271.39,24.3,198.93,3528.07,2586.09,941.98,Portail web,48,3
3857,CMD-102211,20241129,20241201,20250207,217,13,2,39,6,436.28,15.5,308.85,2617.68,1853.1,764.58,Représentant,70,2
3858,CMD-101850,20241014,20241019,20241106,21,182,2,19,3,104.88,3.7,56.87,314.64,170.61,144.03,Représentant,23,5
3859,CMD-100664,20240508,20240514,20240610,204,48,1,13,8,45.68,10.8,32.82,365.44,262.56,102.88,Représentant,33,6
3860,CMD-101385,20240824,20240830,20241021,99,105,1,15,5,212.3,18.1,166.12,1061.5,830.6,230.9,Représentant,58,6
3861,CMD-101810,20241009,20241013,20241119,136,67,1,18,6,36.33,12.7,23.77,217.98,142.62,75.36,Portail web,41,4
3862,CMD-100814,20240529,20240605,20240630,34,32,3,15,2,470.47,14.1,339.97,940.94,679.94,261.0,Portail web,32,7
3863,CMD-101154,20240724,20240726,20240822,15,179,1,19,4,419.0,2.9,226.59,1676.0,906.36,769.64,Téléphone,29,2
3864,CMD-101833,20241011,20241019,20241108,39,138,1,15,12,129.97,11.8,86.38,1559.64,1036.56,523.08,Représentant,28,8
3865,CMD-101270,20240810,20240814,20240905,43,56,1,15,3,435.79,11.4,287.11,1307.37,861.33,446.04,Représentant,26,4
3866,CMD-100962,20240618,20240625,20240802,22,107,2,19,12,182.98,16.9,147.44,2195.76,1769.28,426.48,Représentant,45,7
