rejet_id,source,cle,champ,valeur,motif,action
347,crm_clients.json,CLI-0212,ville,Rouyn-Noranda ,casse_ou_espaces,corrigee
348,crm_clients.json,CLI-0114,province,Québec,variante_ecriture,corrigee
349,crm_clients.json,CLI-0114,ville,lévis,casse_ou_espaces,corrigee
350,crm_clients.json,CLI-0063,province,Quebec,variante_ecriture,corrigee
351,crm_clients.json,CLI-0063,ville,Granby ,casse_ou_espaces,corrigee
352,crm_clients.json,CLI-0102,ville,montréal,casse_ou_espaces,corrigee
353,crm_clients.json,CLI-912,raison_sociale,NATURE DU NORD,doublon_metier,fusionnee vers CLI-0102
354,crm_clients.json,CLI-0205,province,Quebec,variante_ecriture,corrigee
355,crm_clients.json,CLI-0205,ville,val-d'or,casse_ou_espaces,corrigee
356,crm_clients.json,CLI-0097,province,qc,variante_ecriture,corrigee
357,crm_clients.json,CLI-0097,ville,baie-comeau,casse_ou_espaces,corrigee
358,crm_clients.json,CLI-0137,province,Île-du-Prince-Édouard,variante_ecriture,corrigee
359,crm_clients.json,CLI-0137,ville,Charlottetown ,casse_ou_espaces,corrigee
360,crm_clients.json,CLI-0148,province,Quebec,variante_ecriture,corrigee
361,crm_clients.json,CLI-0148,ville,Gatineau ,casse_ou_espaces,corrigee
362,crm_clients.json,CLI-0103,province,Nouveau-Brunswick,variante_ecriture,corrigee
363,crm_clients.json,CLI-0103,ville,MONCTON,casse_ou_espaces,corrigee
364,crm_clients.json,CLI-0197,province,Quebec,variante_ecriture,corrigee
365,crm_clients.json,CLI-0197,ville,Saguenay ,casse_ou_espaces,corrigee
366,crm_clients.json,CLI-0004,province,Quebec,variante_ecriture,corrigee
367,crm_clients.json,CLI-0004,ville,Trois-Rivières ,casse_ou_espaces,corrigee
368,crm_clients.json,CLI-0029,province,Québec,variante_ecriture,corrigee
369,crm_clients.json,CLI-0093,province,Quebec,variante_ecriture,corrigee
370,crm_clients.json,CLI-0093,ville,trois-rivières,casse_ou_espaces,corrigee
371,crm_clients.json,CLI-0208,province,qc,variante_ecriture,corrigee
372,crm_clients.json,CLI-0208,code_postal,  ,valeur_manquante,corrigee
373,crm_clients.json,CLI-0214,province,Nouvelle-Écosse,variante_ecriture,corrigee
374,crm_clients.json,CLI-0074,province,qc,variante_ecriture,corrigee
375,crm_clients.json,CLI-0074,ville,SAGUENAY,casse_ou_espaces,corrigee
376,crm_clients.json,CLI-0034,province,on,variante_ecriture,corrigee
377,crm_clients.json,CLI-0107,province,Quebec,variante_ecriture,corrigee
378,crm_clients.json,CLI-0107,ville,Granby ,casse_ou_espaces,corrigee
379,crm_clients.json,CLI-0121,ville,SAGUENAY,casse_ou_espaces,corrigee
380,crm_clients.json,CLI-0059,province,Québec,variante_ecriture,corrigee
381,crm_clients.json,CLI-0059,ville,ROUYN-NORANDA,casse_ou_espaces,corrigee
382,crm_clients.json,CLI-0079,ville,drummondville,casse_ou_espaces,corrigee
383,crm_clients.json,CLI-0061,province,Québec,variante_ecriture,corrigee
384,rh_employes.xlsx,EMP-512,Salaire annuel,47 000 $,nombre_en_texte,corrigee
385,rh_employes.xlsx,EMP-543,Salaire annuel,49 000 $,nombre_en_texte,corrigee
386,rh_employes.xlsx,EMP-544,Salaire annuel,46 000 $,nombre_en_texte,corrigee
387,rh_employes.xlsx,EMP-545,Salaire annuel,56 000 $,nombre_en_texte,corrigee
388,rh_employes.xlsx,EMP-507,Salaire annuel,54 000 $,nombre_en_texte,corrigee
389,rh_employes.xlsx,EMP-522,Salaire annuel,43 000 $,nombre_en_texte,corrigee
390,rh_employes.xlsx,EMP-511,Salaire annuel,47 000 $,nombre_en_texte,corrigee
391,rh_employes.xlsx,EMP-546,Salaire annuel,53 000 $,nombre_en_texte,corrigee
392,rh_employes.xlsx,EMP-515,Salaire annuel,44 000 $,nombre_en_texte,corrigee
393,rh_employes.xlsx,EMP-502,Salaire annuel,62 000 $,nombre_en_texte,corrigee
394,rh_employes.xlsx,EMP-528,Salaire annuel,64 000 $,nombre_en_texte,corrigee
395,rh_employes.xlsx,EMP-509,Salaire annuel,65 000 $,nombre_en_texte,corrigee
396,rh_employes.xlsx,EMP-540,Salaire annuel,125 000 $,nombre_en_texte,corrigee
397,rh_employes.xlsx,EMP-541,Salaire annuel,99 000 $,nombre_en_texte,corrigee
398,rh_employes.xlsx,EMP-534,Salaire annuel,58 000 $,nombre_en_texte,corrigee
399,rh_employes.xlsx,EMP-504,Salaire annuel,54 000 $,nombre_en_texte,corrigee
400,rh_employes.xlsx,EMP-542,Salaire annuel,50 000 $,nombre_en_texte,corrigee
401,rh_employes.xlsx,EMP-521,Salaire annuel,42 000 $,nombre_en_texte,corrigee
402,rh_employes.xlsx,EMP-538,matricule,EMP-538,doublon_exact,rejetee
403,rh_employes.xlsx,EMP-506,Salaire annuel,58 000 $,nombre_en_texte,corrigee
404,rh_employes.xlsx,EMP-529,Salaire annuel,58 000 $,nombre_en_texte,corrigee
405,rh_employes.xlsx,EMP-536,Salaire annuel,52 000 $,nombre_en_texte,corrigee
406,rh_employes.xlsx,EMP-530,Salaire annuel,51 000 $,nombre_en_texte,corrigee
407,rh_employes.xlsx,EMP-517,Salaire annuel,45 000 $,nombre_en_texte,corrigee
408,rh_employes.xlsx,EMP-520,Salaire annuel,45 000 $,nombre_en_texte,corrigee
409,rh_employes.xlsx,EMP-531,Salaire annuel,59 000 $,nombre_en_texte,corrigee
410,rh_employes.xlsx,EMP-516,Salaire annuel,49 000 $,nombre_en_texte,corrigee
411,rh_employes.xlsx,EMP-510,Salaire annuel,91 000 $,nombre_en_texte,corrigee
412,rh_employes.xlsx,EMP-505,matricule,EMP-505,doublon_exact,rejetee
413,rh_employes.xlsx,EMP-526,Salaire annuel,60 000 $,nombre_en_texte,corrigee
414,rh_employes.xlsx,EMP-539,Salaire annuel,64 000 $,nombre_en_texte,corrigee
415,rh_employes.xlsx,EMP-514,Salaire annuel,42 000 $,nombre_en_texte,corrigee
416,rh_employes.xlsx,EMP-537,Salaire annuel,50 000 $,nombre_en_texte,corrigee
417,rh_employes.xlsx,TOTAL,-,ligne de totaux,ligne_technique,rejetee
418,erp_ventes_2024.csv,CMD-101528,CODE CLIENT,cli-0047,casse_ou_espaces,corrigee
419,erp_ventes_2024.csv,CMD-101278,DATE COMMANDE,n/d,date_illisible,rejetee
420,erp_ventes_2024.csv,CMD-101587,CODE CLIENT,CLI-0037 ,casse_ou_espaces,corrigee
421,erp_ventes_2024.csv,CMD-100329,CANAL DE VENTE,N/A,valeur_manquante,corrigee
422,erp_ventes_2024.csv,CMD-100674,CODE CLIENT,cli-0083,casse_ou_espaces,corrigee
423,erp_ventes_2024.csv,CMD-102031,QTE,-2,quantite_invalide,rejetee
424,erp_ventes_2024.csv,CMD-101304,CODE CLIENT,cli-0012,casse_ou_espaces,corrigee
425,erp_ventes_2024.csv,CMD-100081,CODE CLIENT,cli-0207,casse_ou_espaces,corrigee
426,erp_ventes_2024.csv,CMD-100694,CODE CLIENT,cli-0062,casse_ou_espaces,corrigee
427,erp_ventes_2024.csv,CMD-101024,CODE CLIENT,cli-0055,casse_ou_espaces,corrigee
428,erp_ventes_2024.csv,CMD-100063,CODE CLIENT,CLI-0011 ,casse_ou_espaces,corrigee
429,erp_ventes_2024.csv,CMD-102206,CODE CLIENT,cli-0088,casse_ou_espaces,corrigee
430,erp_ventes_2024.csv,CMD-100823,QTE,0,quantite_invalide,rejetee
431,erp_ventes_2024.csv,CMD-101165,CANAL DE VENTE,,valeur_manquante,corrigee
432,erp_ventes_2024.csv,CMD-100671,CODE ARTICLE,BD-9165,article_inconnu,rejetee
433,erp_ventes_2024.csv,CMD-100652,CANAL DE VENTE,,valeur_manquante,corrigee
434,erp_ventes_2024.csv,CMD-101450,CODE CLIENT,cli-0209,casse_ou_espaces,corrigee
435,erp_ventes_2024.csv,CMD-100392,CODE CLIENT,  CLI-0004,casse_ou_espaces,corrigee
436,erp_ventes_2024.csv,CMD-100642,CODE CLIENT,cli-0089,casse_ou_espaces,corrigee
437,erp_ventes_2024.csv,CMD-101088,CANAL DE VENTE,,valeur_manquante,corrigee
438,erp_ventes_2024.csv,CMD-101708,CODE ARTICLE,BD-9283,article_inconnu,rejetee
439,erp_ventes_2024.csv,CMD-100977,CODE CLIENT,  CLI-0009,casse_ou_espaces,corrigee
440,erp_ventes_2024.csv,CMD-101418,CANAL DE VENTE,,valeur_manquante,corrigee
441,erp_ventes_2024.csv,CMD-101493,CODE CLIENT,  CLI-0137,casse_ou_espaces,corrigee
442,erp_ventes_2024.csv,CMD-101396,CODE CLIENT,CLI-0087 ,casse_ou_espaces,corrigee
443,erp_ventes_2024.csv,CMD-101921,CANAL DE VENTE,,valeur_manquante,corrigee
444,erp_ventes_2024.csv,CMD-102011,DATE COMMANDE,,date_illisible,rejetee
445,erp_ventes_2024.csv,CMD-100171,DATE COMMANDE,,date_illisible,rejetee
446,erp_ventes_2024.csv,CMD-101337,CODE ARTICLE,BD-9877,article_inconnu,rejetee
447,erp_ventes_2024.csv,CMD-101621,CODE CLIENT,CLI-0014 ,casse_ou_espaces,corrigee
448,erp_ventes_2024.csv,CMD-101210,CODE CLIENT,cli-0004,casse_ou_espaces,corrigee
449,erp_ventes_2024.csv,CMD-102018,DATE COMMANDE,n/d,date_illisible,rejetee
450,erp_ventes_2024.csv,CMD-102222,PRIX UNITAIRE,"188820,00",prix_aberrant,rejetee
451,erp_ventes_2024.csv,CMD-101961,CODE CLIENT,  CLI-0118,casse_ou_espaces,corrigee
452,erp_ventes_2024.csv,CMD-101240,CODE CLIENT,  CLI-0150,casse_ou_espaces,corrigee
453,erp_ventes_2024.csv,CMD-101546,CODE CLIENT,cli-0188,casse_ou_espaces,corrigee
454,erp_ventes_2024.csv,CMD-100071,CODE ARTICLE,BD-9825,article_inconnu,rejetee
455,erp_ventes_2024.csv,CMD-100169,CODE CLIENT,CLI-0191 ,casse_ou_espaces,corrigee
456,erp_ventes_2024.csv,CMD-101793,CODE CLIENT,  CLI-0087,casse_ou_espaces,corrigee
457,erp_ventes_2024.csv,CMD-102206,CANAL DE VENTE,N/A,valeur_manquante,corrigee
458,erp_ventes_2024.csv,CMD-100513,CANAL DE VENTE, ,valeur_manquante,corrigee
459,erp_ventes_2024.csv,CMD-100666,CODE CLIENT,  CLI-0203,casse_ou_espaces,corrigee
460,erp_ventes_2024.csv,CMD-101964,CODE CLIENT,cli-0212,casse_ou_espaces,corrigee
461,erp_ventes_2024.csv,CMD-101813,DATE COMMANDE,31/02/2024,date_illisible,rejetee
462,erp_ventes_2024.csv,CMD-100302,CODE CLIENT,  CLI-0220,casse_ou_espaces,corrigee
463,erp_ventes_2024.csv,CMD-100010,CANAL DE VENTE,N/A,valeur_manquante,corrigee
464,erp_ventes_2024.csv,CMD-100730,CODE CLIENT,CLI-0055 ,casse_ou_espaces,corrigee
465,erp_ventes_2024.csv,CMD-101538,DATE COMMANDE,31/02/2024,date_illisible,rejetee
466,erp_ventes_2024.csv,CMD-101367,CANAL DE VENTE, ,valeur_manquante,corrigee
467,erp_ventes_2024.csv,CMD-101542,CANAL DE VENTE,N/A,valeur_manquante,corrigee
468,erp_ventes_2024.csv,CMD-100197,QTE,-1,quantite_invalide,rejetee
469,erp_ventes_2024.csv,CMD-101182,CANAL DE VENTE,,valeur_manquante,corrigee
470,erp_ventes_2024.csv,CMD-100369,CANAL DE VENTE, ,valeur_manquante,corrigee
471,erp_ventes_2024.csv,CMD-101680,CODE CLIENT,cli-0050,casse_ou_espaces,corrigee
472,erp_ventes_2024.csv,CMD-100763,DATE COMMANDE,31/02/2024,date_illisible,rejetee
473,erp_ventes_2024.csv,CMD-101491,CODE ARTICLE,BD-9698,article_inconnu,rejetee
474,erp_ventes_2024.csv,CMD-100739,DATE COMMANDE,31/02/2024,date_illisible,rejetee
475,erp_ventes_2024.csv,CMD-100402,CANAL DE VENTE, ,valeur_manquante,corrigee
476,erp_ventes_2024.csv,CMD-101076,CODE CLIENT,CLI-0062 ,casse_ou_espaces,corrigee
477,erp_ventes_2024.csv,CMD-102203,-,ligne identique,doublon_exact,rejetee
478,erp_ventes_2024.csv,CMD-101064,CANAL DE VENTE, ,valeur_manquante,corrigee
479,erp_ventes_2024.csv,CMD-101939,CANAL DE VENTE,N/A,valeur_manquante,corrigee
480,erp_ventes_2024.csv,CMD-101738,DATE COMMANDE,00/00/0000,date_illisible,rejetee
481,erp_ventes_2024.csv,CMD-102088,CODE CLIENT,CLI-0059 ,casse_ou_espaces,corrigee
482,erp_ventes_2024.csv,CMD-101330,CODE CLIENT,cli-0218,casse_ou_espaces,corrigee
483,erp_ventes_2024.csv,CMD-101660,CODE CLIENT,CLI-0024 ,casse_ou_espaces,corrigee
484,erp_ventes_2024.csv,CMD-100609,CODE ARTICLE,BD-9892,article_inconnu,rejetee
485,erp_ventes_2024.csv,CMD-100793,DATE COMMANDE,31/02/2024,date_illisible,rejetee
486,erp_ventes_2024.csv,CMD-101778,DATE COMMANDE,,date_illisible,rejetee
487,erp_ventes_2024.csv,CMD-100098,CANAL DE VENTE, ,valeur_manquante,corrigee
488,erp_ventes_2024.csv,CMD-102137,CANAL DE VENTE,,valeur_manquante,corrigee
489,erp_ventes_2024.csv,CMD-100041,CANAL DE VENTE,,valeur_manquante,corrigee
490,erp_ventes_2024.csv,CMD-100099,CODE CLIENT,cli-0206,casse_ou_espaces,corrigee
491,erp_ventes_2024.csv,CMD-101299,CODE CLIENT,cli-0154,casse_ou_espaces,corrigee
492,erp_ventes_2024.csv,CMD-100803,DATE COMMANDE,,date_illisible,rejetee
493,erp_ventes_2024.csv,CMD-100518,CODE CLIENT,cli-0008,casse_ou_espaces,corrigee
494,erp_ventes_2024.csv,CMD-102001,CODE CLIENT,cli-0021,casse_ou_espaces,corrigee
495,erp_ventes_2024.csv,CMD-100552,CODE CLIENT,cli-0148,casse_ou_espaces,corrigee
496,erp_ventes_2024.csv,CMD-100313,DATE COMMANDE,n/d,date_illisible,rejetee
497,erp_ventes_2024.csv,CMD-100758,DATE COMMANDE,,date_illisible,rejetee
498,erp_ventes_2024.csv,CMD-101871,DATE COMMANDE,00/00/0000,date_illisible,rejetee
499,erp_ventes_2024.csv,CMD-101291,QTE,-6,quantite_invalide,rejetee
500,erp_ventes_2024.csv,CMD-100363,CODE CLIENT,  CLI-0168,casse_ou_espaces,corrigee
501,erp_ventes_2024.csv,CMD-100160,QTE,0,quantite_invalide,rejetee
502,erp_ventes_2024.csv,CMD-100674,CANAL DE VENTE,,valeur_manquante,corrigee
503,erp_ventes_2024.csv,CMD-100484,CODE CLIENT,  CLI-0082,casse_ou_espaces,corrigee
504,erp_ventes_2024.csv,CMD-101941,CODE CLIENT,  CLI-0121,casse_ou_espaces,corrigee
505,erp_ventes_2024.csv,CMD-100933,CODE ARTICLE,BD-9317,article_inconnu,rejetee
506,erp_ventes_2024.csv,CMD-100255,QTE,-6,quantite_invalide,rejetee
507,erp_ventes_2024.csv,CMD-102019,CANAL DE VENTE,N/A,valeur_manquante,corrigee
508,erp_ventes_2024.csv,CMD-101224,CANAL DE VENTE, ,valeur_manquante,corrigee
509,erp_ventes_2024.csv,CMD-102188,CODE CLIENT,  CLI-0195,casse_ou_espaces,corrigee
510,erp_ventes_2024.csv,CMD-100131,CODE CLIENT,  CLI-0166,casse_ou_espaces,corrigee
511,erp_ventes_2024.csv,CMD-101703,CODE CLIENT,CLI-0038 ,casse_ou_espaces,corrigee
512,erp_ventes_2024.csv,CMD-102190,-,ligne identique,doublon_exact,rejetee
513,erp_ventes_2024.csv,CMD-101883,CODE CLIENT,  CLI-0166,casse_ou_espaces,corrigee
514,erp_ventes_2024.csv,CMD-100566,PRIX UNITAIRE,"291570,00",prix_aberrant,rejetee
515,erp_ventes_2024.csv,CMD-101992,CANAL DE VENTE,N/A,valeur_manquante,corrigee
516,erp_ventes_2024.csv,CMD-101076,CODE ARTICLE,BD-9071,article_inconnu,rejetee
517,erp_ventes_2024.csv,CMD-100778,CANAL DE VENTE,,valeur_manquante,corrigee
518,erp_ventes_2024.csv,CMD-100777,CODE CLIENT,CLI-0176 ,casse_ou_espaces,corrigee
519,erp_ventes_2024.csv,CMD-100328,CODE CLIENT,  CLI-0044,casse_ou_espaces,corrigee
520,erp_ventes_2024.csv,CMD-101107,QTE,-2,quantite_invalide,rejetee
521,erp_ventes_2024.csv,CMD-100591,CODE CLIENT,  CLI-0059,casse_ou_espaces,corrigee
522,erp_ventes_2024.csv,CMD-101912,CODE CLIENT,CLI-0132 ,casse_ou_espaces,corrigee
523,erp_ventes_2024.csv,CMD-100870,CODE CLIENT,CLI-0209 ,casse_ou_espaces,corrigee
524,erp_ventes_2024.csv,CMD-100912,-,ligne identique,doublon_exact,rejetee
525,erp_ventes_2024.csv,CMD-101272,PRIX UNITAIRE,"384730,00",prix_aberrant,rejetee
526,erp_ventes_2024.csv,CMD-101160,CODE CLIENT,cli-0130,casse_ou_espaces,corrigee
527,erp_ventes_2024.csv,CMD-100187,CODE CLIENT,cli-0134,casse_ou_espaces,corrigee
528,erp_ventes_2024.csv,CMD-101622,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
529,erp_ventes_2024.csv,CMD-101304,-,ligne identique,doublon_exact,rejetee
530,erp_ventes_2024.csv,CMD-101666,CODE ARTICLE,BD-9084,article_inconnu,rejetee
531,erp_ventes_2024.csv,CMD-101487,CODE CLIENT,cli-0009,casse_ou_espaces,corrigee
532,erp_ventes_2024.csv,CMD-101618,CODE CLIENT,CLI-0209 ,casse_ou_espaces,corrigee
533,erp_ventes_2024.csv,CMD-102183,CODE ARTICLE,BD-9810,article_inconnu,rejetee
534,erp_ventes_2024.csv,CMD-102142,CANAL DE VENTE, ,valeur_manquante,corrigee
535,erp_ventes_2024.csv,CMD-101292,CANAL DE VENTE, ,valeur_manquante,corrigee
536,erp_ventes_2024.csv,CMD-101116,CODE CLIENT,CLI-0173 ,casse_ou_espaces,corrigee
537,erp_ventes_2024.csv,CMD-100098,-,ligne identique,doublon_exact,rejetee
538,erp_ventes_2024.csv,CMD-100798,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
539,erp_ventes_2024.csv,CMD-101309,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
540,erp_ventes_2024.csv,CMD-100880,CANAL DE VENTE,,valeur_manquante,corrigee
541,erp_ventes_2024.csv,CMD-101731,CODE CLIENT,cli-0215,casse_ou_espaces,corrigee
542,erp_ventes_2024.csv,CMD-100426,DATE COMMANDE,,date_illisible,rejetee
543,erp_ventes_2024.csv,CMD-100275,QTE,-2,quantite_invalide,rejetee
544,erp_ventes_2024.csv,CMD-102080,-,ligne identique,doublon_exact,rejetee
545,erp_ventes_2024.csv,CMD-100543,CODE CLIENT,  CLI-0188,casse_ou_espaces,corrigee
546,erp_ventes_2024.csv,CMD-100150,DATE COMMANDE,31/02/2024,date_illisible,rejetee
547,erp_ventes_2024.csv,CMD-102272,CODE ARTICLE,BD-9215,article_inconnu,rejetee
548,erp_ventes_2024.csv,CMD-102032,CODE ARTICLE,BD-9929,article_inconnu,rejetee
549,erp_ventes_2024.csv,CMD-100457,CODE CLIENT,cli-0096,casse_ou_espaces,corrigee
550,erp_ventes_2024.csv,CMD-101194,CANAL DE VENTE, ,valeur_manquante,corrigee
551,erp_ventes_2024.csv,CMD-100033,QTE,0,quantite_invalide,rejetee
552,erp_ventes_2024.csv,CMD-102296,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
553,erp_ventes_2024.csv,CMD-101018,QTE,-1,quantite_invalide,rejetee
554,erp_ventes_2024.csv,CMD-102257,-,ligne identique,doublon_exact,rejetee
555,erp_ventes_2024.csv,CMD-101611,-,ligne identique,doublon_exact,rejetee
556,erp_ventes_2024.csv,CMD-102003,-,ligne identique,doublon_exact,rejetee
557,erp_ventes_2024.csv,CMD-101793,-,ligne identique,doublon_exact,rejetee
558,erp_ventes_2024.csv,CMD-101854,CANAL DE VENTE,N/A,valeur_manquante,corrigee
559,erp_ventes_2024.csv,CMD-100644,-,ligne identique,doublon_exact,rejetee
560,erp_ventes_2024.csv,CMD-100233,-,ligne identique,doublon_exact,rejetee
561,erp_ventes_2024.csv,CMD-101529,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
562,erp_ventes_2024.csv,CMD-100128,DATE COMMANDE,31/02/2024,date_illisible,rejetee
563,erp_ventes_2024.csv,CMD-101850,CODE CLIENT,cli-0070,casse_ou_espaces,corrigee
564,erp_ventes_2024.csv,CMD-101665,CODE ARTICLE,BD-9401,article_inconnu,rejetee
565,erp_ventes_2024.csv,CMD-100550,DATE COMMANDE,00/00/0000,date_illisible,rejetee
566,erp_ventes_2024.csv,CMD-100510,CODE ARTICLE,BD-9640,article_inconnu,rejetee
567,erp_ventes_2024.csv,CMD-101651,CANAL DE VENTE,N/A,valeur_manquante,corrigee
568,erp_ventes_2024.csv,CMD-100433,CODE CLIENT,  CLI-0111,casse_ou_espaces,corrigee
569,erp_ventes_2024.csv,CMD-100228,CODE CLIENT,cli-0153,casse_ou_espaces,corrigee
570,erp_ventes_2024.csv,CMD-101474,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
571,erp_ventes_2024.csv,CMD-100776,QTE,0,quantite_invalide,rejetee
572,erp_ventes_2024.csv,CMD-101626,CANAL DE VENTE,N/A,valeur_manquante,corrigee
573,erp_ventes_2024.csv,CMD-101391,QTE,-6,quantite_invalide,rejetee
574,erp_ventes_2024.csv,CMD-100484,CODE CLIENT,cli-0082,casse_ou_espaces,corrigee
575,erp_ventes_2024.csv,CMD-101237,CANAL DE VENTE,,valeur_manquante,corrigee
576,erp_ventes_2024.csv,CMD-101848,-,ligne identique,doublon_exact,rejetee
577,erp_ventes_2024.csv,CMD-102287,CODE CLIENT,CLI-0173 ,casse_ou_espaces,corrigee
578,erp_ventes_2024.csv,CMD-101748,-,ligne identique,doublon_exact,rejetee
579,erp_ventes_2024.csv,CMD-101284,CODE CLIENT,  CLI-0120,casse_ou_espaces,corrigee
580,erp_ventes_2024.csv,CMD-100956,-,ligne identique,doublon_exact,rejetee
581,erp_ventes_2024.csv,CMD-102136,-,ligne identique,doublon_exact,rejetee
582,erp_ventes_2024.csv,CMD-100951,CANAL DE VENTE,,valeur_manquante,corrigee
583,erp_ventes_2024.csv,CMD-101384,CANAL DE VENTE,N/A,valeur_manquante,corrigee
584,erp_ventes_2024.csv,CMD-100177,-,ligne identique,doublon_exact,rejetee
585,erp_ventes_2024.csv,CMD-100788,-,ligne identique,doublon_exact,rejetee
586,erp_ventes_2024.csv,CMD-102213,CANAL DE VENTE,,valeur_manquante,corrigee
587,erp_ventes_2024.csv,CMD-102094,QTE,-6,quantite_invalide,rejetee
588,erp_ventes_2024.csv,CMD-101993,CODE ARTICLE,BD-9886,article_inconnu,rejetee
589,erp_ventes_2024.csv,CMD-100253,-,ligne identique,doublon_exact,rejetee
590,erp_ventes_2024.csv,CMD-101748,-,ligne identique,doublon_exact,rejetee
591,erp_ventes_2024.csv,CMD-101780,QTE,-1,quantite_invalide,rejetee
592,erp_ventes_2024.csv,CMD-101012,PRIX UNITAIRE,"220130,00",prix_aberrant,rejetee
593,erp_ventes_2024.csv,CMD-100369,CANAL DE VENTE, ,valeur_manquante,corrigee
594,erp_ventes_2024.csv,CMD-100978,-,ligne identique,doublon_exact,rejetee
595,erp_ventes_2024.csv,CMD-101992,CODE ARTICLE,BD-9051,article_inconnu,rejetee
596,erp_ventes_2024.csv,CMD-101071,CODE CLIENT,CLI-0127 ,casse_ou_espaces,corrigee
597,erp_ventes_2024.csv,CMD-100521,CODE CLIENT,cli-0061,casse_ou_espaces,corrigee
598,erp_ventes_2024.csv,CMD-102251,CANAL DE VENTE,N/A,valeur_manquante,corrigee
599,erp_ventes_2024.csv,CMD-101020,CODE CLIENT,  CLI-0082,casse_ou_espaces,corrigee
600,erp_ventes_2024.csv,CMD-100241,CODE CLIENT,CLI-0007 ,casse_ou_espaces,corrigee
601,erp_ventes_2024.csv,CMD-101082,CODE CLIENT,CLI-0137 ,casse_ou_espaces,corrigee
602,erp_ventes_2024.csv,CMD-101163,CANAL DE VENTE,,valeur_manquante,corrigee
603,erp_ventes_2024.csv,CMD-100823,CANAL DE VENTE, ,valeur_manquante,corrigee
604,erp_ventes_2024.csv,CMD-100420,CODE CLIENT,cli-0034,casse_ou_espaces,corrigee
605,erp_ventes_2024.csv,CMD-100361,-,ligne identique,doublon_exact,rejetee
606,erp_ventes_2024.csv,CMD-100061,CANAL DE VENTE,,valeur_manquante,corrigee
607,erp_ventes_2024.csv,CMD-100085,CODE ARTICLE,BD-9914,article_inconnu,rejetee
608,erp_ventes_2024.csv,CMD-101057,-,ligne identique,doublon_exact,rejetee
609,erp_ventes_2024.csv,CMD-100239,CANAL DE VENTE,N/A,valeur_manquante,corrigee
610,erp_ventes_2024.csv,CMD-100297,CODE ARTICLE,BD-9065,article_inconnu,rejetee
611,erp_ventes_2024.csv,CMD-100277,-,ligne identique,doublon_exact,rejetee
612,erp_ventes_2024.csv,CMD-101846,DATE COMMANDE,31/02/2024,date_illisible,rejetee
613,erp_ventes_2024.csv,CMD-101727,PRIX UNITAIRE,"287710,00",prix_aberrant,rejetee
614,erp_ventes_2024.csv,CMD-101988,CODE CLIENT,CLI-0110 ,casse_ou_espaces,corrigee
615,erp_ventes_2024.csv,CMD-100246,CANAL DE VENTE, ,valeur_manquante,corrigee
616,erp_ventes_2024.csv,CMD-101733,-,ligne identique,doublon_exact,rejetee
617,erp_ventes_2024.csv,CMD-101507,CODE ARTICLE,BD-9270,article_inconnu,rejetee
618,erp_ventes_2024.csv,CMD-102249,QTE,-6,quantite_invalide,rejetee
619,erp_ventes_2024.csv,CMD-101959,-,ligne identique,doublon_exact,rejetee
620,erp_ventes_2024.csv,CMD-100100,CODE CLIENT,cli-0073,casse_ou_espaces,corrigee
621,erp_ventes_2024.csv,CMD-102154,CANAL DE VENTE, ,valeur_manquante,corrigee
622,erp_ventes_2024.csv,CMD-101901,CANAL DE VENTE, ,valeur_manquante,corrigee
623,erp_ventes_2024.csv,CMD-102040,-,ligne identique,doublon_exact,rejetee
624,erp_ventes_2024.csv,CMD-101219,-,ligne identique,doublon_exact,rejetee
625,erp_ventes_2024.csv,CMD-102118,-,ligne identique,doublon_exact,rejetee
626,erp_ventes_2024.csv,CMD-100548,CODE CLIENT,  CLI-0007,casse_ou_espaces,corrigee
627,erp_ventes_2024.csv,CMD-102139,-,ligne identique,doublon_exact,rejetee
628,erp_ventes_2024.csv,CMD-100252,CANAL DE VENTE,N/A,valeur_manquante,corrigee
629,erp_ventes_2024.csv,CMD-100135,CODE CLIENT,cli-0025,casse_ou_espaces,corrigee
630,erp_ventes_2024.csv,CMD-101345,DATE COMMANDE,,date_illisible,rejetee
631,erp_ventes_2024.csv,CMD-101934,DATE COMMANDE,31/02/2024,date_illisible,rejetee
632,erp_ventes_2024.csv,CMD-101667,DATE COMMANDE,31/02/2024,date_illisible,rejetee
633,erp_ventes_2024.csv,CMD-101183,QTE,0,quantite_invalide,rejetee
634,erp_ventes_2024.csv,CMD-101055,-,ligne identique,doublon_exact,rejetee
635,erp_ventes_2024.csv,CMD-101256,CODE CLIENT,cli-0192,casse_ou_espaces,corrigee
636,erp_ventes_2024.csv,CMD-101653,DATE COMMANDE,31/02/2024,date_illisible,rejetee
637,erp_ventes_2024.csv,CMD-101335,DATE COMMANDE,,date_illisible,rejetee
638,erp_ventes_2024.csv,CMD-101978,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
639,erp_ventes_2024.csv,CMD-100155,CODE CLIENT,  CLI-0110,casse_ou_espaces,corrigee
640,erp_ventes_2024.csv,CMD-100760,CODE CLIENT,  CLI-0211,casse_ou_espaces,corrigee
