stock_id,date_id,entrepot_id,produit_id,quantite,cout_unitaire,valeur_stock,seuil_minimum,sous_seuil
1704,20240131,2,1,16,182.3,2916.8,8,0
1705,20250430,2,85,7,41.76,292.32,9,1
1706,20241031,2,65,51,128.81,6569.31,12,0
1707,20241231,1,19,9,170.21,1531.89,12,1
1708,20250228,1,149,23,111.14,2556.22,18,0
1709,20240331,2,43,58,294.1,17057.8,14,0
1710,20251031,2,54,26,262.94,6836.44,16,0
1711,20250331,3,122,31,212.67,6592.77,4,0
1712,20250630,2,48,67,33.51,2245.17,15,0
1713,20240531,1,158,42,180.81,7594.02,16,0
1714,20250331,3,29,22,243.45,5355.9,4,0
1715,20250430,2,136,4,112.45,449.8,12,1
1716,20251231,1,39,23,122.17,2809.91,19,0
1717,20250930,3,60,18,291.44,5245.92,7,0
1718,20250630,1,16,59,224.02,13217.18,9,0
1719,20240831,1,80,85,173.12,14715.2,12,0
1720,20240131,1,177,27,211.22,5702.94,12,0
1721,20241130,2,105,16,166.12,2657.92,11,0
1722,20240831,1,27,29,249.72,7241.88,14,0
1723,20250930,1,109,5,310.2,1551.0,11,1
1724,20250228,1,136,16,112.45,1799.2,12,0
1725,20250930,1,96,54,205.7,11107.8,10,0
1726,20250430,2,152,14,271.4,3799.6,9,0
1727,20240930,1,150,66,339.92,22434.72,14,0
1728,20240531,2,17,57,307.26,17513.82,13,0
1729,20240930,1,42,9,261.53,2353.77,23,1
1730,20250228,1,100,10,312.88,3128.8,11,1
1731,20250531,3,143,17,220.45,3747.65,5,0
1732,20240531,3,141,1,307.78,307.78,4,1
1733,20250131,2,66,3,203.44,610.32,9,1
1734,20241231,1,143,59,215.92,12739.28,13,0
1735,20241130,1,63,30,242.15,7264.5,21,0
1736,20240630,1,81,1,302.82,302.82,13,1
1737,20250831,1,52,86,183.03,15740.58,17,0
1738,20240131,2,138,14,86.38,1209.32,13,0
1739,20250531,3,163,30,300.77,9023.1,4,0
1740,20240630,3,107,89,147.44,13122.16,6,0
1741,20240630,2,129,9,45.49,409.41,19,1
1742,20240731,3,57,102,19.26,1964.52,7,0
1743,20240331,1,116,4,58.93,235.72,16,1
1744,20240731,3,86,10,80.72,807.2,5,0
1745,20250531,2,74,1,130.44,130.44,12,1
1746,20241231,1,24,7,185.46,1298.22,12,1
1747,20240229,1,170,25,16.6,415.0,12,0
1748,20250331,1,167,23,209.73,4823.79,13,0
1749,20241130,3,117,18,98.28,1769.04,4,0
1750,20250930,1,66,49,240.06,11762.94,10,0
1751,20240731,2,124,0,150.61,0.0,12,1
1752,20240930,1,120,12,182.88,2194.56,12,0
1753,20240131,2,51,1,78.12,78.12,17,1
1754,20250331,2,131,13,37.08,482.04,13,0
1755,20240331,3,165,28,105.7,2959.6,5,0
1756,20250731,1,173,27,212.35,5733.45,16,0
1757,20251231,3,27,21,254.96,5354.16,6,0
1758,20240229,1,75,14,59.74,836.36,13,0
1759,20240131,3,126,22,130.29,2866.38,5,0
1760,20250831,2,170,10,16.95,169.5,12,1
1761,20250228,2,157,25,25.21,630.25,12,0
1762,20250331,3,71,24,308.06,7393.44,7,0
1763,20241031,2,17,21,307.26,6452.46,13,0
1764,20250131,3,120,0,186.72,0.0,5,1
1765,20250228,1,178,24,119.43,2866.32,17,0
1766,20250331,2,1,4,186.13,744.52,8,1
1767,20251031,2,139,75,203.11,15233.25,16,0
1768,20241231,3,104,4,75.12,300.48,5,1
1769,20240930,3,26,17,241.74,4109.58,4,0
1770,20241031,2,109,5,303.82,1519.1,10,1
1771,20251130,1,72,56,236.88,13265.28,13,0
1772,20250731,1,117,11,100.34,1103.74,10,0
1773,20250930,3,21,12,242.82,2913.84,5,0
1774,20240831,3,86,73,80.72,5892.56,5,0
1775,20250930,2,128,44,78.87,3470.28,10,0
1776,20241130,1,162,28,66.97,1875.16,14,0
1777,20251031,3,86,81,97.25,7877.25,5,0
1778,20241130,2,131,57,36.32,2070.24,13,0
1779,20241031,3,137,73,25.06,1829.38,5,0
1780,20240930,1,164,23,98.38,2262.74,11,0
1781,20250930,3,176,43,328.78,14137.54,7,0
1782,20250430,2,120,54,186.72,10082.88,11,0
1783,20240831,1,107,11,147.44,1621.84,14,1
1784,20240831,2,84,61,312.0,19032.0,12,0
1785,20241130,1,107,9,147.44,1326.96,14,1
1786,20250630,3,153,7,116.0,812.0,4,0
1787,20251130,2,40,4,274.41,1097.64,17,1
1788,20240131,2,134,13,60.5,786.5,10,0
1789,20250228,3,126,30,133.03,3990.9,5,0
1790,20250630,1,151,7,92.25,645.75,10,1
1791,20250228,1,174,29,169.01,4901.29,13,0
1792,20250630,1,95,9,64.62,581.58,8,0
1793,20251231,1,50,0,297.82,0.0,19,1
1794,20240229,2,34,5,151.89,759.45,12,1
1795,20240331,1,169,11,276.47,3041.17,14,1
1796,20241031,1,49,14,30.58,428.12,18,1
1797,20241231,2,146,68,220.88,15019.84,14,0
1798,20240430,1,132,6,125.81,754.86,14,1
1799,20250930,2,101,45,75.83,3412.35,12,0
1800,20250831,3,131,29,37.08,1075.32,6,0
1801,20240630,3,152,20,265.82,5316.4,4,0
1802,20241031,3,2,10,292.58,2925.8,3,0
1803,20240731,2,135,20,39.89,797.8,14,0
1804,20250731,2,42,114,267.02,30440.28,22,0
1805,20250731,1,164,24,100.45,2410.8,11,0
1806,20250531,1,163,15,300.77,4511.55,11,0
1807,20240731,1,80,9,173.12,1558.08,12,1
1808,20241231,1,47,19,70.06,1331.14,15,0
1809,20240430,2,70,15,39.88,598.2,10,0
1810,20251130,3,65,69,155.19,10708.11,5,0
1811,20250831,2,113,10,281.81,2818.1,9,0
1812,20250831,2,83,56,189.32,10601.92,10,0
1813,20250228,3,73,9,260.35,2343.15,6,0
1814,20250228,2,99,0,293.7,0.0,11,1
1815,20240831,1,118,20,336.11,6722.2,13,0
1816,20240930,1,169,20,276.47,5529.4,14,0
1817,20250228,1,133,19,62.95,1196.05,16,0
1818,20241130,1,12,9,68.19,613.71,11,1
1819,20250831,3,50,112,297.82,33355.84,8,0
1820,20250228,3,178,34,119.43,4060.62,7,0
1821,20250430,3,97,12,214.46,2573.52,5,0
1822,20250430,2,39,73,122.17,8918.41,18,0
1823,20240331,2,103,0,151.66,0.0,12,1
1824,20240229,2,123,13,129.56,1684.28,13,0
1825,20250430,2,53,82,180.55,14805.1,19,0
1826,20250630,1,153,9,116.0,1044.0,11,1
1827,20251231,1,81,7,364.83,2553.81,13,1
1828,20250831,2,55,61,213.75,13038.75,15,0
1829,20250930,3,51,23,79.76,1834.48,8,0
1830,20250331,1,30,6,100.96,605.76,11,1
1831,20251130,2,77,62,171.09,10607.58,13,0
1832,20250930,1,94,66,124.3,8203.8,12,0
1833,20240229,2,33,1,110.89,110.89,13,1
1834,20240930,1,170,19,16.6,315.4,12,0
1835,20241031,2,24,15,185.46,2781.9,12,0
1836,20240331,2,80,4,173.12,692.48,11,1
1837,20240331,2,51,70,78.12,5468.4,17,0
1838,20240630,1,21,64,201.55,12899.2,12,0
1839,20250630,2,38,98,319.94,31354.12,20,0
1840,20251130,2,161,22,64.16,1411.52,13,0
1841,20240131,2,124,11,150.61,1656.71,12,1
1842,20240131,1,181,61,305.97,18664.17,18,0
1843,20250731,1,59,86,391.48,33667.28,16,0
1844,20250531,1,121,63,44.65,2812.95,10,0
1845,20250131,1,156,3,164.64,493.92,12,1
1846,20240831,2,83,59,157.14,9271.26,10,0
1847,20250930,1,134,52,61.77,3212.04,10,0
1848,20250831,2,21,15,242.82,3642.3,11,0
1849,20250430,1,58,103,149.54,15402.62,18,0
1850,20240131,3,136,5,110.14,550.7,5,0
1851,20240531,3,111,68,145.84,9917.12,5,0
1852,20251031,2,25,3,149.35,448.05,9,1
1853,20240630,1,132,16,125.81,2012.96,14,0
1854,20250331,1,82,14,284.24,3979.36,11,0
1855,20240229,1,93,11,132.18,1453.98,10,0
1856,20240630,3,103,83,151.66,12587.78,5,0
1857,20240930,2,38,19,313.36,5953.84,20,1
1858,20240731,2,20,71,32.44,2303.24,15,0
1859,20240331,1,51,74,78.12,5780.88,18,0
1860,20241031,1,156,80,161.25,12900.0,12,0
1861,20240430,3,33,92,110.89,10201.88,6,0
1862,20250228,1,40,12,274.41,3292.92,18,1
1863,20250731,1,160,30,41.56,1246.8,15,0
1864,20251031,1,3,9,227.23,2045.07,11,1
1865,20250731,2,115,7,47.23,330.61,11,1
1866,20240131,1,126,21,130.29,2736.09,12,0
1867,20240531,2,37,103,16.31,1679.93,21,0
1868,20240331,1,121,8,43.73,349.84,10,1
1869,20251231,3,165,38,107.92,4100.96,5,0
1870,20240430,2,173,39,207.98,8111.22,15,0
1871,20251231,3,65,0,155.19,0.0,5,1
1872,20240331,2,37,91,16.31,1484.21,21,0
1873,20250831,2,10,3,88.91,266.73,11,1
1874,20240731,1,61,110,75.23,8275.3,18,0
1875,20250531,1,92,6,168.72,1012.32,15,1
1876,20250131,1,109,12,310.2,3722.4,11,0
1877,20251231,1,10,26,88.91,2311.66,12,0
1878,20250831,1,82,63,335.4,21130.2,11,0
1879,20241130,2,133,66,61.66,4069.56,15,0
1880,20250731,3,145,12,111.12,1333.44,7,0
1881,20250630,2,178,13,119.43,1552.59,16,1
1882,20250430,2,106,57,340.08,19384.56,13,0
1883,20250131,2,169,16,282.28,4516.48,13,0
1884,20251031,2,68,50,342.49,17124.5,12,0
1885,20240630,1,64,90,69.43,6248.7,15,0
1886,20240831,2,82,43,278.39,11970.77,10,0
1887,20240731,1,96,0,170.74,0.0,10,1
1888,20250331,2,167,28,209.73,5872.44,12,0
1889,20251231,1,78,5,238.11,1190.55,9,1
1890,20240430,2,154,2,323.13,646.26,12,1
1891,20250331,1,166,25,217.35,5433.75,13,0
1892,20250930,2,83,52,189.32,9844.64,10,0
1893,20240930,1,91,65,279.07,18139.55,11,0
1894,20240731,3,118,20,336.11,6722.2,5,0
1895,20250831,1,178,27,119.43,3224.61,17,0
1896,20250331,2,27,12,254.96,3059.52,14,1
1897,20250630,2,89,16,189.92,3038.72,11,0
1898,20241031,1,69,52,198.5,10322.0,12,0
1899,20240331,1,119,16,58.44,935.04,11,0
1900,20240131,3,122,14,208.3,2916.2,4,0
1901,20250831,2,72,49,236.88,11607.12,12,0
1902,20240331,2,21,5,201.55,1007.75,11,1
1903,20240731,3,169,28,276.47,7741.16,6,0
1904,20251231,3,8,19,155.34,2951.46,4,0
1905,20251231,1,110,26,182.67,4749.42,12,0
1906,20250930,1,11,14,294.52,4123.28,9,0
1907,20241231,3,176,37,322.02,11914.74,7,0
1908,20241031,3,122,15,208.3,3124.5,4,0
1909,20251231,2,152,38,271.4,10313.2,9,0
1910,20241231,2,168,20,224.71,4494.2,12,0
1911,20240831,1,15,12,318.69,3824.28,14,1
1912,20250531,2,19,57,205.07,11688.99,11,0
1913,20240831,1,22,5,247.74,1238.7,8,1
1914,20240229,2,131,0,36.32,0.0,13,1
1915,20250930,1,81,68,364.83,24808.44,13,0
1916,20240630,1,88,7,335.85,2350.95,9,1
1917,20240630,3,137,11,25.06,275.66,5,0
1918,20240531,1,181,54,305.97,16522.38,18,0
1919,20251130,1,94,53,124.3,6587.9,12,0
1920,20241130,3,43,8,294.1,2352.8,6,0
1921,20250430,3,54,108,262.94,28397.52,7,0
1922,20241231,2,133,74,61.66,4562.84,15,0
1923,20250331,3,63,136,247.24,33624.64,9,0
1924,20251130,1,68,79,342.49,27056.71,13,0
1925,20241031,1,41,25,159.88,3997.0,16,0
1926,20241231,1,163,20,294.58,5891.6,11,0
1927,20250531,2,109,41,310.2,12718.2,10,0
1928,20250531,3,41,96,163.24,15671.04,7,0
1929,20241231,2,65,4,128.81,515.24,12,1
1930,20240131,3,102,6,255.33,1531.98,4,0
1931,20241031,2,94,62,121.74,7547.88,11,0
1932,20250228,2,139,10,203.11,2031.1,16,1
1933,20240531,1,170,26,16.6,431.6,12,0
1934,20251231,1,72,19,236.88,4500.72,13,0
1935,20240331,3,89,12,157.64,1891.68,5,0
1936,20251231,3,16,5,224.02,1120.1,4,0
1937,20240430,2,105,52,166.12,8638.24,11,0
1938,20240331,1,44,86,195.45,16808.7,17,0
1939,20250831,2,108,25,169.96,4249.0,13,0
1940,20240229,2,144,15,96.31,1444.65,14,0
1941,20250228,2,76,0,287.01,0.0,11,1
1942,20251231,1,13,14,315.34,4414.76,12,0
1943,20240831,1,4,1,155.56,155.56,11,1
1944,20251231,1,108,14,169.96,2379.44,14,0
1945,20251031,1,9,17,67.67,1150.39,9,0
1946,20250731,2,28,69,143.73,9917.37,13,0
1947,20240831,1,72,74,196.62,14549.88,13,0
1948,20250131,1,135,0,40.73,0.0,15,1
1949,20240331,2,85,2,40.9,81.8,9,1
1950,20250430,1,174,27,169.01,4563.27,13,0
1951,20250228,1,90,17,58.79,999.43,12,0
1952,20241130,3,139,91,198.93,18102.63,7,0
1953,20250430,2,70,13,40.72,529.36,10,0
1954,20251031,1,158,27,184.61,4984.47,16,0
1955,20251231,1,30,11,119.13,1310.43,11,0
1956,20240831,2,80,52,173.12,9002.24,11,0
1957,20240331,3,72,2,196.62,393.24,5,1
1958,20240331,3,8,15,128.94,1934.1,4,0
1959,20240131,2,123,18,129.56,2332.08,13,0
1960,20240131,3,60,29,241.9,7015.1,7,0
1961,20250930,1,131,75,37.08,2781.0,14,0
1962,20240731,3,131,21,36.32,762.72,6,0
1963,20240731,2,17,57,307.26,17513.82,13,0
1964,20251031,3,167,35,209.73,7340.55,5,0
1965,20251130,1,78,51,238.11,12143.61,9,0
1966,20241231,1,94,0,121.74,0.0,12,1
1967,20240731,2,24,48,185.46,8902.08,12,0
1968,20250131,1,161,23,64.16,1475.68,14,0
1969,20250228,1,96,5,174.33,871.65,10,1
1970,20250731,3,74,2,130.44,260.88,5,1
1971,20241031,2,62,0,112.54,0.0,16,1
1972,20250430,3,145,25,111.12,2778.0,7,0
1973,20240229,2,136,10,110.14,1101.4,12,1
1974,20240430,2,128,3,77.25,231.75,10,1
1975,20250131,3,176,27,328.78,8877.06,7,0
1976,20250630,2,180,11,95.3,1048.3,14,1
1977,20250630,3,145,0,111.12,0.0,7,1
1978,20240131,2,102,8,255.33,2042.64,10,1
1979,20251031,3,165,34,107.92,3669.28,5,0
1980,20241130,1,178,28,116.97,3275.16,17,0
1981,20240531,2,47,59,70.06,4133.54,14,0
1982,20240331,1,74,23,108.27,2490.21,13,0
1983,20240430,1,22,45,247.74,11148.3,8,0
1984,20250331,1,171,25,85.46,2136.5,12,0
1985,20250331,1,100,10,312.88,3128.8,11,1
1986,20250630,3,121,63,44.65,2812.95,4,0
1987,20240731,1,157,41,24.69,1012.29,13,0
1988,20240831,2,86,45,80.72,3632.4,11,0
1989,20250131,3,139,2,203.11,406.22,7,1
1990,20241231,1,144,75,96.31,7223.25,15,0
1991,20241130,2,25,7,146.28,1023.96,9,1
1992,20251031,1,124,18,153.77,2767.86,12,0
1993,20241130,1,78,50,197.64,9882.0,9,0
1994,20241130,2,164,13,98.38,1278.94,10,0
1995,20250930,1,180,34,95.3,3240.2,15,0
1996,20251231,1,98,8,309.76,2478.08,15,1
1997,20240831,1,55,86,209.35,18004.1,16,0
1998,20250930,2,72,60,236.88,14212.8,12,0
1999,20240731,2,10,46,87.08,4005.68,11,0
2000,20251130,2,142,36,100.93,3633.48,10,0
2001,20251231,1,138,61,88.19,5379.59,14,0
2002,20240531,3,100,19,306.44,5822.36,4,0
2003,20250331,1,27,18,254.96,4589.28,14,0
2004,20240731,1,90,1,57.58,57.58,12,1
2005,20250731,1,145,0,111.12,0.0,16,1
2006,20250731,1,101,15,75.83,1137.45,12,0
2007,20250331,3,80,6,176.76,1060.56,5,0
2008,20240630,3,86,22,80.72,1775.84,5,0
2009,20250228,1,47,7,71.53,500.71,15,1
2010,20241031,1,162,25,66.97,1674.25,14,0
2011,20240229,1,18,11,242.09,2662.99,6,0
2012,20250831,3,108,28,169.96,4758.88,6,0
2013,20241231,3,153,73,113.61,8293.53,4,0
2014,20240131,1,12,0,68.19,0.0,11,1
2015,20251231,2,109,10,310.2,3102.0,10,0
2016,20240430,3,180,49,93.34,4573.66,6,0
2017,20250930,2,96,36,205.7,7405.2,10,0
2018,20250228,1,106,12,340.08,4080.96,14,1
2019,20251031,2,82,46,335.4,15428.4,10,0
2020,20251031,2,62,1,135.59,135.59,16,1
2021,20240831,2,95,35,53.64,1877.4,7,0
2022,20251031,1,83,70,189.32,13252.4,11,0
2023,20240930,1,104,10,75.12,751.2,11,1
2024,20250331,2,120,3,186.72,560.16,11,1
2025,20250430,2,105,54,169.61,9158.94,11,0
2026,20240131,1,130,21,317.23,6661.83,14,0
2027,20250430,1,36,103,162.4,16727.2,19,0
2028,20241231,3,17,14,307.26,4301.64,6,0
2029,20240229,2,7,12,55.96,671.52,9,0
2030,20240430,1,40,91,268.77,24458.07,18,0
2031,20250430,3,104,66,76.7,5062.2,5,0
2032,20240229,3,165,33,105.7,3488.1,5,0
2033,20250531,2,48,81,33.51,2714.31,15,0
2034,20240831,3,122,0,208.3,0.0,4,1
2035,20241031,2,111,8,145.84,1166.72,11,1
2036,20250430,1,45,80,78.37,6269.6,16,0
2037,20240131,1,19,29,170.21,4936.09,12,0
2038,20240831,2,33,0,110.89,0.0,13,1
2039,20241031,3,103,22,151.66,3336.52,5,0
2040,20250630,2,57,86,23.2,1995.2,16,0
2041,20251231,3,78,31,238.11,7381.41,4,0
2042,20250531,2,72,13,236.88,3079.44,12,0
2043,20240831,3,46,96,308.91,29655.36,7,0
2044,20240531,2,163,19,294.58,5597.02,10,0
2045,20251231,1,127,80,174.31,13944.8,15,0
2046,20240531,3,150,17,339.92,5778.64,6,0
2047,20250228,2,108,20,169.96,3399.2,13,0
2048,20241231,3,154,70,323.13,22619.1,5,0
2049,20240831,2,182,24,56.87,1364.88,13,0
2050,20240331,2,20,20,32.44,648.8,15,0
2051,20251231,3,43,2,300.28,600.56,6,1
2052,20250331,3,160,21,41.56,872.76,6,0
2053,20250731,3,83,21,189.32,3975.72,4,0
2054,20250630,1,118,80,343.17,27453.6,13,0
2055,20251231,3,161,49,64.16,3143.84,6,0
2056,20240630,1,24,78,185.46,14465.88,12,0
2057,20250731,1,176,38,328.78,12493.64,17,0
2058,20250131,2,99,8,293.7,2349.6,11,1
2059,20240131,1,141,7,307.78,2154.46,10,1
2060,20250630,1,109,47,310.2,14579.4,11,0
2061,20241231,3,45,13,76.76,997.88,6,0
2062,20240630,1,80,15,173.12,2596.8,12,0
2063,20250531,2,90,7,69.37,485.59,11,1
2064,20250930,3,46,0,372.17,0.0,7,1
2065,20250228,1,87,17,215.66,3666.22,15,0
2066,20250331,2,72,13,200.75,2609.75,12,0
2067,20240531,2,105,48,166.12,7973.76,11,0
2068,20240630,3,29,64,238.44,15260.16,4,0
2069,20241231,1,13,15,308.85,4632.75,12,0
2070,20250430,2,55,74,213.75,15817.5,15,0
2071,20241130,2,80,52,173.12,9002.24,11,0
2072,20250630,3,75,24,71.97,1727.28,5,0
2073,20250531,2,116,71,60.17,4272.07,16,0
2074,20240731,2,157,14,24.69,345.66,12,0
2075,20251231,1,120,13,186.72,2427.36,12,0
2076,20241130,3,176,53,322.02,17067.06,7,0
2077,20240430,1,174,40,165.53,6621.2,13,0
2078,20250630,2,55,65,213.75,13893.75,15,0
2079,20241031,3,29,8,238.44,1907.52,4,0
2080,20241130,2,151,44,90.35,3975.4,10,0
2081,20240630,1,150,19,339.92,6458.48,14,0
2082,20251231,2,49,8,31.22,249.76,17,1
2083,20241130,1,34,2,151.89,303.78,13,1
2084,20240831,2,124,4,150.61,602.44,12,1
2085,20240731,2,110,18,178.91,3220.38,12,0
2086,20250531,2,85,13,49.28,640.64,9,0
2087,20250531,3,157,48,25.21,1210.08,5,0
2088,20241031,1,73,73,255.0,18615.0,14,0
2089,20250831,1,20,25,33.12,828.0,16,0
2090,20241031,1,130,76,317.23,24109.48,14,0
2091,20250930,1,115,7,47.23,330.61,11,1
2092,20240331,2,129,7,45.49,318.43,19,1
2093,20240930,3,17,0,307.26,0.0,6,1
2094,20250331,2,4,6,158.83,952.98,10,1
2095,20240831,1,110,16,178.91,2862.56,12,0
2096,20250831,2,101,63,75.83,4777.29,12,0
2097,20251130,2,160,15,41.56,623.4,14,0
2098,20250930,2,85,30,49.28,1478.4,9,0
2099,20240831,3,41,97,159.88,15508.36,7,0
2100,20250331,1,127,22,174.31,3834.82,15,0
2101,20240430,3,28,87,140.77,12246.99,6,0
2102,20250731,2,125,8,291.24,2329.92,11,1
2103,20250831,1,159,43,169.65,7294.95,20,0
2104,20251231,2,95,8,64.62,516.96,7,0
2105,20250930,1,60,30,291.44,8743.2,17,0
2106,20250731,2,32,54,409.59,22117.86,12,0
2107,20241130,2,115,8,46.26,370.08,11,1
2108,20241231,1,65,21,128.81,2705.01,12,0
2109,20250630,3,102,13,260.69,3388.97,4,0
2110,20241031,3,167,41,205.42,8422.22,5,0
2111,20251031,2,176,18,328.78,5918.04,16,0
2112,20240430,2,3,52,188.61,9807.72,10,0
2113,20251031,1,164,34,100.45,3415.3,11,0
2114,20250731,1,7,39,57.14,2228.46,10,0
2115,20240731,3,99,18,287.66,5177.88,5,0
2116,20250930,3,124,5,153.77,768.85,5,0
2117,20240331,3,73,3,255.0,765.0,6,1
2118,20240630,1,97,4,210.05,840.2,12,1
2119,20250430,3,43,99,300.28,29727.72,6,0
2120,20241231,1,120,17,182.88,3108.96,12,0
2121,20241130,2,127,62,170.72,10584.64,14,0
2122,20240430,1,58,116,146.46,16989.36,18,0
2123,20250228,1,74,0,110.54,0.0,13,1
2124,20241031,3,140,66,40.41,2667.06,5,0
2125,20250831,1,84,62,375.89,23305.18,12,0
2126,20250331,2,157,22,25.21,554.62,12,0
2127,20250131,3,160,33,41.56,1371.48,6,0
2128,20240731,1,8,45,128.94,5802.3,10,0
2129,20240930,3,61,17,75.23,1278.91,7,0
2130,20250228,1,134,4,61.77,247.08,10,1
2131,20250228,3,90,9,58.79,529.11,5,0
2132,20250731,2,69,11,239.15,2630.65,11,0
2133,20240229,2,111,7,145.84,1020.88,11,1
2134,20241231,1,45,30,76.76,2302.8,16,0
2135,20250331,1,165,33,107.92,3561.36,12,0
2136,20251031,1,43,10,300.28,3002.8,15,1
2137,20241231,3,68,15,284.28,4264.2,5,0
2138,20240331,2,111,4,145.84,583.36,11,1
2139,20240930,2,67,62,23.77,1473.74,13,0
2140,20240731,3,38,133,313.36,41676.88,9,0
2141,20241130,1,171,25,83.7,2092.5,12,0
2142,20250731,1,175,11,96.85,1065.35,17,1
2143,20240229,1,59,29,324.94,9423.26,16,0
2144,20250131,1,1,12,186.13,2233.56,9,0
2145,20250331,3,55,74,213.75,15817.5,7,0
2146,20250731,1,147,4,346.92,1387.68,10,1
2147,20240731,3,163,19,294.58,5597.02,4,0
2148,20240831,1,62,103,112.54,11591.62,17,0
2149,20250228,1,140,19,41.26,783.94,12,0
2150,20251130,1,50,28,297.82,8338.96,19,0
2151,20240430,1,178,27,116.97,3158.19,17,0
2152,20240731,1,182,27,56.87,1535.49,14,0
2153,20251231,1,162,12,68.38,820.56,14,1
2154,20240229,1,82,17,278.39,4732.63,11,0
2155,20250531,2,56,79,293.14,23158.06,18,0
2156,20250131,1,112,0,67.02,0.0,13,1
2157,20240331,1,110,9,178.91,1610.19,12,1
2158,20250131,3,86,1,82.42,82.42,5,1
2159,20251231,2,76,0,338.68,0.0,11,1
2160,20250930,3,156,60,164.64,9878.4,5,0
2161,20250630,1,90,9,69.37,624.33,12,1
2162,20250430,2,144,3,98.33,294.99,14,1
2163,20240131,1,44,3,195.45,586.35,17,1
2164,20240531,3,133,5,61.66,308.3,7,1
2165,20240131,1,96,19,170.74,3244.06,10,0
2166,20240731,1,129,23,45.49,1046.27,20,0
2167,20240731,3,122,1,208.3,208.3,4,1
2168,20241031,1,11,9,288.46,2596.14,9,0
2169,20250131,2,91,5,284.93,1424.65,11,1
2170,20250430,3,181,37,312.4,11558.8,8,0
2171,20240831,2,151,8,90.35,722.8,10,1
2172,20240930,1,12,12,68.19,818.28,11,0
2173,20250331,3,76,16,287.01,4592.16,5,0
2174,20241031,2,39,9,119.66,1076.94,18,1
2175,20240930,2,19,15,170.21,2553.15,11,0
2176,20250331,3,150,6,347.06,2082.36,6,0
2177,20240131,3,179,18,226.59,4078.62,5,0
2178,20250731,2,146,14,225.52,3157.28,14,0
2179,20250228,1,44,18,199.55,3591.9,17,0
2180,20240430,3,152,12,265.82,3189.84,4,0
2181,20240831,1,9,4,66.28,265.12,9,1
2182,20240731,3,41,117,159.88,18705.96,7,0
2183,20241031,2,123,6,129.56,777.36,13,1
2184,20240531,3,179,26,226.59,5891.34,5,0
2185,20240531,3,108,72,166.46,11985.12,6,0
2186,20241231,2,76,12,281.11,3373.32,11,0
2187,20251231,3,157,48,25.21,1210.08,5,0
2188,20251031,1,52,6,183.03,1098.18,17,1
2189,20241231,2,77,20,167.57,3351.4,13,0
2190,20240531,2,69,6,198.5,1191.0,11,1
2191,20250630,1,174,25,169.01,4225.25,13,0
2192,20250630,1,62,80,135.59,10847.2,17,0
2193,20250331,1,58,92,149.54,13757.68,18,0
2194,20250531,2,118,61,343.17,20933.37,12,0
2195,20250331,2,58,74,149.54,11065.96,17,0
2196,20250228,2,136,9,112.45,1012.05,12,1
2197,20250430,3,126,89,133.03,11839.67,5,0
2198,20251231,2,126,13,133.03,1729.39,12,0
2199,20250131,1,163,17,300.77,5113.09,11,0
2200,20251031,2,182,24,58.06,1393.44,13,0
2201,20241130,3,27,25,249.72,6243.0,6,0
2202,20250531,2,148,7,302.28,2115.96,11,1
2203,20250630,3,98,14,309.76,4336.64,6,0
2204,20241031,2,46,33,308.91,10194.03,17,0
2205,20250930,1,97,67,253.06,16955.02,12,0
2206,20240430,2,91,14,279.07,3906.98,11,0
2207,20250531,1,37,124,16.65,2064.6,22,0
2208,20240731,1,38,113,313.36,35409.68,21,0
2209,20250731,2,31,73,300.62,21945.26,13,0
2210,20251130,2,49,40,31.22,1248.8,17,0
2211,20240331,1,17,16,307.26,4916.16,14,0
2212,20241231,1,101,18,62.94,1132.92,12,0
2213,20250731,2,138,19,88.19,1675.61,13,0
2214,20250831,3,179,20,231.35,4627.0,5,0
2215,20250131,1,7,8,57.14,457.12,10,1
2216,20240930,1,108,12,166.46,1997.52,14,1
2217,20250831,1,36,83,191.63,15905.29,19,0
2218,20251031,1,165,35,107.92,3777.2,12,0
2219,20240331,3,2,10,292.58,2925.8,3,0
2220,20250331,2,103,10,154.84,1548.4,12,1
2221,20251031,3,104,8,76.7,613.6,5,0
2222,20241031,1,171,23,83.7,1925.1,12,0
2223,20240930,1,113,14,276.01,3864.14,10,0
2224,20240630,3,33,100,110.89,11089.0,6,0
2225,20250228,2,110,12,182.67,2192.04,12,0
2226,20240831,1,126,7,130.29,912.03,12,1
2227,20251130,1,147,52,346.92,18039.84,10,0
2228,20250228,1,39,5,122.17,610.85,19,1
2229,20240331,1,168,31,224.71,6966.01,13,0
2230,20250731,1,18,34,247.17,8403.78,6,0
2231,20250531,2,38,104,319.94,33273.76,20,0
2232,20250831,2,74,59,130.44,7695.96,12,0
2233,20250531,1,1,46,219.63,10102.98,9,0
2234,20240930,1,96,56,170.74,9561.44,10,0
2235,20250630,2,160,25,41.56,1039.0,14,0
2236,20241231,2,66,13,199.26,2590.38,9,0
2237,20240331,1,41,77,159.88,12310.76,16,0
2238,20240430,2,53,97,176.84,17153.48,19,0
2239,20251130,2,85,40,49.28,1971.2,9,0
2240,20240531,1,19,57,170.21,9701.97,12,0
2241,20241231,2,6,2,178.72,357.44,10,1
2242,20251130,3,118,2,343.17,686.34,5,1
2243,20250930,1,130,84,323.89,27206.76,14,0
2244,20251031,1,148,67,302.28,20252.76,12,0
