date_photo,code_entrepot,code_article,quantite_en_stock,cout_unitaire,seuil_minimum
2025-11-30,ENT-SAG,BD-1073,95,307.22,6
2024-08-31,ENT-SAG,BD-1162,28,66.97,6
2024-05-31,ENT-QC,BD-1020,86,32.44,16
2025-09-30,ENT-MTL,BD-1065,48,155.19,12
2025-07-31,ENT-SAG,BD-1016,65,224.02,4
2025-10-31,ENT-SAG,BD-1147,64,346.92,4
2024-10-31,ENT-QC,BD-1010,0,87.08,12
2025-01-31,ENT-SAG,BD-1033,16,113.22,6
2024-11-30,ENT-QC,BD-1103,16,151.66,13
2024-09-30,ENT-MTL,BD-1085,36,40.90,9
2024-09-30,ENT-MTL,BD-1001,1,182.30,8
2024-04-30,ENT-QC,BD-1035,97,30.00,19
2025-05-31,ENT-QC,BD-1043,83,300.28,15
2025-05-31,ENT-QC,BD-1022,41,298.47,8
2025-03-31,ENT-MTL,BD-1003,16,192.57,10
2024-06-30,ENT-QC,BD-1174,21,165.53,13
2024-10-31,ENT-SAG,BD-1116,19,58.93,7
2024-12-31,ENT-SAG,BD-1167,9,205.42,5
2025-03-31,ENT-QC,BD-1144,7,98.33,15
2024-01-31,ENT-QC,BD-1036,21,159.06,19
2024-07-31,ENT-MTL,BD-1125,0,285.25,11
2024-10-31,ENT-QC,BD-1057,16,19.26,17
2024-11-30,ENT-QC,BD-1084,60,312.00,12
2025-05-31,ENT-QC,BD-1063,108,247.24,21
2024-03-31,ENT-SAG,BD-1083,19,157.14,4
2024-06-30,ENT-QC,BD-1100,13,306.44,11
2025-04-30,ENT-QC,BD-1017,86,313.71,14
2025-12-31,ENT-SAG,BD-1080,17,208.57,5
2024-12-31,ENT-SAG,BD-1036,16,159.06,8
2024-10-31,ENT-SAG,BD-1017,36,307.26,6
2024-07-31,ENT-QC,BD-1127,13,170.72,15
2025-08-31,ENT-MTL,BD-1158,31,184.61,15
2025-08-31,ENT-MTL,BD-1044,74,199.55,16
2025-12-31,ENT-MTL,BD-1019,0,205.07,11
2024-05-31,ENT-QC,BD-1146,35,220.88,14
2025-09-30,ENT-MTL,BD-1167,17,209.73,12
2024-02-29,ENT-QC,BD-1031,19,294.44,14
2025-12-31,ENT-MTL,BD-1094,3,124.30,11
2025-07-31,ENT-SAG,BD-1176,41,328.78,7
2024-06-30,ENT-SAG,BD-1108,87,166.46,6
2025-01-31,ENT-MTL,BD-1077,17,171.09,13
2025-08-31,ENT-SAG,BD-1076,89,338.68,5
2025-07-31,ENT-QC,BD-1112,19,67.02,13
2025-05-31,ENT-SAG,BD-1167,11,209.73,5
2025-02-28,ENT-SAG,BD-1168,37,229.43,5
2024-04-30,ENT-QC,BD-1091,10,279.07,11
2024-01-31,ENT-MTL,BD-1099,17,287.66,11
2025-11-30,ENT-QC,BD-1024,25,189.35,12
2024-03-31,ENT-MTL,BD-1076,12,281.11,11
2025-11-30,ENT-MTL,BD-1086,47,97.25,11
2025-10-31,ENT-MTL,BD-1167,18,209.73,12
2025-06-30,ENT-MTL,BD-1010,59,88.91,11
2025-10-31,ENT-MTL,BD-1084,50,375.89,12
2025-06-30,ENT-QC,BD-1137,27,25.59,13
2025-05-31,ENT-QC,BD-1026,60,246.82,11
2025-11-30,ENT-MTL,BD-1128,52,78.87,10
2025-02-28,ENT-SAG,BD-1149,4,111.14,7
2024-12-31,ENT-MTL,BD-1162,17,66.97,14
2024-06-30,ENT-MTL,BD-1083,0,157.14,10
2024-04-30,ENT-SAG,BD-1167,40,205.42,5
2024-09-30,ENT-MTL,BD-1065,57,128.81,12
2025-02-28,ENT-SAG,BD-1051,6,79.76,8
2024-09-30,ENT-QC,BD-1036,12,159.06,19
2024-06-30,ENT-QC,BD-1120,37,182.88,12
2024-03-31,ENT-QC,BD-1076,12,281.11,12
2024-10-31,ENT-QC,BD-1078,44,197.64,9
2024-05-31,ENT-MTL,BD-1077,6,167.57,13
2025-12-31,ENT-MTL,BD-1027,5,254.96,14
2024-04-30,ENT-QC,BD-1082,15,278.39,11
2024-08-31,ENT-SAG,BD-1089,80,157.64,5
2024-12-31,ENT-SAG,BD-1156,78,161.25,5
2025-02-28,ENT-QC,BD-1078,7,201.79,9
2024-11-30,ENT-SAG,BD-1107,20,147.44,6
2025-12-31,ENT-QC,BD-1049,23,31.22,18
2025-05-31,ENT-QC,BD-1072,10,236.88,13
2025-12-31,ENT-MTL,BD-1134,38,61.77,10
2024-07-31,ENT-SAG,BD-1112,11,65.64,5
2025-10-31,ENT-QC,BD-1125,11,291.24,12
2024-06-30,ENT-QC,BD-1111,54,145.84,12
2024-09-30,ENT-QC,BD-1154,63,323.13,13
2025-07-31,ENT-QC,BD-1079,3,147.87,12
2025-01-31,ENT-MTL,BD-1046,9,315.40,17
2024-02-29,ENT-QC,BD-1020,15,32.44,16
2024-01-31,ENT-QC,BD-1038,34,313.36,21
2024-09-30,ENT-SAG,BD-1118,9,336.11,5
2025-01-31,ENT-MTL,BD-1095,5,54.77,7
2024-07-31,ENT-MTL,BD-1089,13,157.64,11
2024-05-31,ENT-MTL,BD-1080,11,173.12,11
2025-12-31,ENT-QC,BD-1038,43,319.94,21
2025-04-30,ENT-MTL,BD-1158,20,184.61,15
2024-01-31,ENT-MTL,BD-1001,16,182.30,8
2025-04-30,ENT-MTL,BD-1085,7,41.76,9
2024-10-31,ENT-MTL,BD-1065,51,128.81,12
2024-12-31,ENT-QC,BD-1019,9,170.21,12
2025-02-28,ENT-QC,BD-1149,23,111.14,18
2024-03-31,ENT-MTL,BD-1043,58,294.10,14
2025-10-31,ENT-MTL,BD-1054,26,262.94,16
2025-03-31,ENT-SAG,BD-1122,31,212.67,4
2025-06-30,ENT-MTL,BD-1048,67,33.51,15
2024-05-31,ENT-QC,BD-1158,42,180.81,16
2025-03-31,ENT-SAG,BD-1029,22,243.45,4
2025-04-30,ENT-MTL,BD-1136,4,112.45,12
2025-12-31,ENT-QC,BD-1039,23,122.17,19
2025-09-30,ENT-SAG,BD-1060,18,291.44,7
2025-06-30,ENT-QC,BD-1016,59,224.02,9
2024-08-31,ENT-QC,BD-1080,85,173.12,12
2024-01-31,ENT-QC,BD-1177,27,211.22,12
2024-11-30,ENT-MTL,BD-1105,16,166.12,11
2024-08-31,ENT-QC,BD-1027,29,249.72,14
2025-09-30,ENT-QC,BD-1109,5,310.20,11
2025-02-28,ENT-QC,BD-1136,16,112.45,12
2025-09-30,ENT-QC,BD-1096,54,205.70,10
2025-04-30,ENT-MTL,BD-1152,14,271.40,9
2024-09-30,ENT-QC,BD-1150,66,339.92,14
2024-05-31,ENT-MTL,BD-1017,57,307.26,13
2024-09-30,ENT-QC,BD-1042,9,261.53,23
2025-02-28,ENT-QC,BD-1100,10,312.88,11
2025-05-31,ENT-SAG,BD-1143,17,220.45,5
2024-05-31,ENT-SAG,BD-1141,1,307.78,4
2025-01-31,ENT-MTL,BD-1066,3,203.44,9
2024-12-31,ENT-QC,BD-1143,59,215.92,13
2024-11-30,ENT-QC,BD-1063,30,242.15,21
2024-06-30,ENT-QC,BD-1081,1,302.82,13
2025-08-31,ENT-QC,BD-1052,86,183.03,17
2024-01-31,ENT-MTL,BD-1138,14,86.38,13
2025-05-31,ENT-SAG,BD-1163,30,300.77,4
2024-06-30,ENT-SAG,BD-1107,89,147.44,6
2024-06-30,ENT-MTL,BD-1129,9,45.49,19
2024-07-31,ENT-SAG,BD-1057,102,19.26,7
2024-03-31,ENT-QC,BD-1116,4,58.93,16
2024-07-31,ENT-SAG,BD-1086,10,80.72,5
2025-05-31,ENT-MTL,BD-1074,1,130.44,12
2024-12-31,ENT-QC,BD-1024,7,185.46,12
2024-02-29,ENT-QC,BD-1170,25,16.60,12
2025-03-31,ENT-QC,BD-1167,23,209.73,13
2024-11-30,ENT-SAG,BD-1117,18,98.28,4
2025-09-30,ENT-QC,BD-1066,49,240.06,10
2024-07-31,ENT-MTL,BD-1124,0,150.61,12
2024-09-30,ENT-QC,BD-1120,12,182.88,12
2024-01-31,ENT-MTL,BD-9083,12,307.26,13
2024-01-31,ENT-MTL,BD-1051,1,78.12,17
2025-03-31,ENT-MTL,BD-1131,13,37.08,13
2024-03-31,ENT-SAG,BD-1165,28,105.70,5
2025-07-31,ENT-QC,BD-1173,27,212.35,16
2025-12-31,ENT-SAG,BD-1027,21,254.96,6
2024-02-29,ENT-QC,BD-1075,14,59.74,13
2024-01-31,ENT-SAG,BD-1126,22,130.29,5
2025-08-31,ENT-MTL,BD-1170,10,16.95,12
2025-02-28,ENT-MTL,BD-1157,25,25.21,12
2025-03-31,ENT-SAG,BD-1071,24,308.06,7
2024-10-31,ENT-MTL,BD-1017,21,307.26,13
2025-01-31,ENT-SAG,BD-1120,0,186.72,5
2025-02-28,ENT-QC,BD-1178,24,119.43,17
2025-03-31,ENT-MTL,BD-1001,4,186.13,8
2025-10-31,ENT-MTL,BD-1139,75,203.11,16
2024-12-31,ENT-SAG,BD-1104,4,75.12,5
2024-09-30,ENT-SAG,BD-1026,17,241.74,4
2024-10-31,ENT-MTL,BD-1109,5,303.82,10
2025-11-30,ENT-QC,BD-1072,56,236.88,13
2025-07-31,ENT-QC,BD-1117,11,100.34,10
2025-09-30,ENT-SAG,BD-1021,12,242.82,5
2024-08-31,ENT-SAG,BD-1086,73,80.72,5
2025-09-30,ENT-MTL,BD-1128,44,78.87,10
2024-11-30,ENT-QC,BD-1162,28,66.97,14
2025-10-31,ENT-SAG,BD-1086,81,97.25,5
2024-11-30,ENT-MTL,BD-1131,57,36.32,13
2024-10-31,ENT-SAG,BD-1137,73,25.06,5
2024-09-30,ENT-QC,BD-1164,23,98.38,11
2025-09-30,ENT-SAG,BD-1176,43,328.78,7
2025-04-30,ENT-MTL,BD-1120,54,186.72,11
2024-08-31,ENT-QC,BD-1107,11,147.44,14
2024-08-31,ENT-MTL,BD-1084,61,312.00,12
2024-11-30,ENT-QC,BD-1107,9,147.44,14
2025-06-30,ENT-SAG,BD-1153,7,116.00,4
2025-11-30,ENT-MTL,BD-1040,4,274.41,17
2024-01-31,ENT-MTL,BD-1134,13,60.50,10
2025-02-28,ENT-SAG,BD-1126,30,133.03,5
2025-06-30,ENT-QC,BD-1151,7,92.25,10
2025-02-28,ENT-QC,BD-1174,29,169.01,13
2025-06-30,ENT-QC,BD-1095,9,64.62,8
2025-12-31,ENT-QC,BD-1050,0,297.82,19
2024-02-29,ENT-MTL,BD-1034,5,151.89,12
2024-03-31,ENT-QC,BD-1169,11,276.47,14
2024-10-31,ENT-QC,BD-1049,14,30.58,18
2024-12-31,ENT-MTL,BD-1146,68,220.88,14
2024-04-30,ENT-QC,BD-1132,6,125.81,14
2025-09-30,ENT-MTL,BD-1101,45,75.83,12
2025-08-31,ENT-SAG,BD-1131,29,37.08,6
2024-06-30,ENT-SAG,BD-1152,20,265.82,4
2024-10-31,ENT-SAG,BD-1002,10,292.58,3
2024-07-31,ENT-MTL,BD-1135,20,39.89,14
2025-07-31,ENT-MTL,BD-1042,114,267.02,22
2025-07-31,ENT-QC,BD-1164,24,100.45,11
2025-05-31,ENT-QC,BD-1163,15,300.77,11
2024-07-31,ENT-QC,BD-1080,9,173.12,12
2024-12-31,ENT-QC,BD-1047,19,70.06,15
2024-04-30,ENT-MTL,BD-1070,15,39.88,10
2025-11-30,ENT-SAG,BD-1065,69,155.19,5
2025-08-31,ENT-MTL,BD-1113,10,281.81,9
2025-08-31,ENT-MTL,BD-1083,56,189.32,10
2025-02-28,ENT-SAG,BD-1073,9,260.35,6
2025-02-28,ENT-MTL,BD-1099,0,293.70,11
2024-08-31,ENT-QC,BD-1118,20,336.11,13
2024-09-30,ENT-QC,BD-1169,20,276.47,14
2025-02-28,ENT-QC,BD-1133,19,62.95,16
2024-11-30,ENT-QC,BD-1012,9,68.19,11
2025-08-31,ENT-SAG,BD-1050,112,297.82,8
2025-02-28,ENT-SAG,BD-1178,34,119.43,7
2025-04-30,ENT-SAG,BD-1097,12,214.46,5
2025-04-30,ENT-MTL,BD-1039,73,122.17,18
2024-03-31,ENT-MTL,BD-1103,0,151.66,12
2024-02-29,ENT-MTL,BD-1123,13,129.56,13
2025-04-30,ENT-MTL,BD-1053,82,180.55,19
2025-06-30,ENT-QC,BD-1153,9,116.00,11
2025-12-31,ENT-QC,BD-1081,7,364.83,13
2025-08-31,ENT-MTL,BD-1055,61,213.75,15
2025-09-30,ENT-SAG,BD-1051,23,79.76,8
2025-03-31,ENT-QC,BD-1030,6,100.96,11
2025-11-30,ENT-MTL,BD-1077,62,171.09,13
2025-09-30,ENT-QC,BD-1094,66,124.30,12
2024-02-29,ENT-MTL,BD-1033,1,110.89,13
2024-09-30,ENT-QC,BD-1170,19,16.60,12
2024-10-31,ENT-MTL,BD-1024,15,185.46,12
2024-03-31,ENT-MTL,BD-1080,4,173.12,11
2024-03-31,ENT-MTL,BD-1051,70,78.12,17
2024-06-30,ENT-QC,BD-1021,64,201.55,12
2025-06-30,ENT-MTL,BD-1038,98,319.94,20
2025-11-30,ENT-MTL,BD-1161,22,64.16,13
2024-01-31,ENT-MTL,BD-1124,11,150.61,12
2024-01-31,ENT-QC,BD-1181,61,305.97,18
2025-07-31,ENT-QC,BD-1059,86,391.48,16
2025-05-31,ENT-QC,BD-1121,63,44.65,10
2025-01-31,ENT-QC,BD-1156,3,164.64,12
2024-08-31,ENT-MTL,BD-1083,59,157.14,10
2025-09-30,ENT-QC,BD-1134,52,61.77,10
2025-08-31,ENT-MTL,BD-1021,15,242.82,11
2025-04-30,ENT-QC,BD-1058,103,149.54,18
2024-01-31,ENT-SAG,BD-1136,5,110.14,5
2024-05-31,ENT-SAG,BD-1111,68,145.84,5
2025-10-31,ENT-MTL,BD-1025,3,149.35,9
2024-06-30,ENT-QC,BD-1132,16,125.81,14
2025-03-31,ENT-QC,BD-1082,14,284.24,11
2024-02-29,ENT-QC,BD-1093,11,132.18,10
2024-06-30,ENT-SAG,BD-1103,83,151.66,5
2024-09-30,ENT-MTL,BD-1038,19,313.36,20
2024-07-31,ENT-MTL,BD-1020,71,32.44,15
2024-03-31,ENT-QC,BD-1051,74,78.12,18
2024-10-31,ENT-QC,BD-1156,80,161.25,12
2024-04-30,ENT-SAG,BD-1033,92,110.89,6
2025-02-28,ENT-QC,BD-1040,12,274.41,18
2025-07-31,ENT-QC,BD-1160,30,41.56,15
2025-10-31,ENT-QC,BD-1003,9,227.23,11
2025-07-31,ENT-MTL,BD-1115,7,47.23,11
2024-01-31,ENT-QC,BD-1126,21,130.29,12
2024-05-31,ENT-MTL,BD-1037,103,16.31,21
2024-03-31,ENT-QC,BD-1121,8,43.73,10
2025-12-31,ENT-SAG,BD-1165,38,107.92,5
2024-04-30,ENT-MTL,BD-1173,39,207.98,15
2025-12-31,ENT-SAG,BD-1065,0,155.19,5
2024-03-31,ENT-MTL,BD-1037,91,16.31,21
2025-08-31,ENT-MTL,BD-1010,3,88.91,11
2024-07-31,ENT-QC,BD-1061,110,75.23,18
2025-05-31,ENT-QC,BD-1092,6,168.72,15
2025-01-31,ENT-QC,BD-1109,12,310.20,11
2025-12-31,ENT-QC,BD-1010,26,88.91,12
2025-08-31,ENT-QC,BD-1082,63,335.40,11
2024-11-30,ENT-MTL,BD-1133,66,61.66,15
2025-07-31,ENT-SAG,BD-1145,12,111.12,7
2025-06-30,ENT-MTL,BD-1178,13,119.43,16
2025-04-30,ENT-MTL,BD-1106,57,340.08,13
2025-01-31,ENT-MTL,BD-1169,16,282.28,13
2025-10-31,ENT-MTL,BD-1068,50,342.49,12
2024-06-30,ENT-QC,BD-1064,90,69.43,15
2024-08-31,ENT-MTL,BD-1082,43,278.39,10
2024-07-31,ENT-QC,BD-1096,0,170.74,10
2025-03-31,ENT-MTL,BD-1167,28,209.73,12
2025-12-31,ENT-QC,BD-1078,5,238.11,9
2024-04-30,ENT-MTL,BD-1154,2,323.13,12
2025-03-31,ENT-QC,BD-1166,25,217.35,13
2025-09-30,ENT-MTL,BD-1083,52,189.32,10
2024-09-30,ENT-QC,BD-1091,65,279.07,11
2024-07-31,ENT-SAG,BD-1118,20,336.11,5
2025-08-31,ENT-QC,BD-1178,27,119.43,17
2025-03-31,ENT-MTL,BD-1027,12,254.96,14
2025-06-30,ENT-MTL,BD-1089,16,189.92,11
2024-10-31,ENT-QC,BD-1069,52,198.50,12
2024-03-31,ENT-QC,BD-1119,16,58.44,11
2024-01-31,ENT-SAG,BD-1122,14,208.30,4
2025-08-31,ENT-MTL,BD-1072,49,236.88,12
2024-03-31,ENT-MTL,BD-1021,5,201.55,11
2024-07-31,ENT-SAG,BD-1169,28,276.47,6
2025-12-31,ENT-SAG,BD-1008,19,155.34,4
2025-12-31,ENT-QC,BD-1110,26,182.67,12
2025-09-30,ENT-QC,BD-1011,14,294.52,9
2024-12-31,ENT-SAG,BD-1176,37,322.02,7
2024-10-31,ENT-SAG,BD-1122,15,208.30,4
2025-12-31,ENT-MTL,BD-1152,38,271.40,9
2024-12-31,ENT-MTL,BD-1168,20,224.71,12
2024-08-31,ENT-QC,BD-1015,12,318.69,14
2025-05-31,ENT-MTL,BD-1019,57,205.07,11
2024-08-31,ENT-QC,BD-1022,5,247.74,8
2024-02-29,ENT-MTL,BD-1131,0,36.32,13
2025-09-30,ENT-QC,BD-1081,68,364.83,13
2024-06-30,ENT-QC,BD-1088,7,335.85,9
2024-06-30,ENT-SAG,BD-1137,11,25.06,5
2024-05-31,ENT-QC,BD-1181,54,305.97,18
2025-11-30,ENT-QC,BD-1094,53,124.30,12
2024-11-30,ENT-SAG,BD-1043,8,294.10,6
2025-04-30,ENT-SAG,BD-1054,108,262.94,7
2024-12-31,ENT-MTL,BD-1133,74,61.66,15
2025-03-31,ENT-SAG,BD-1063,136,247.24,9
2025-11-30,ENT-QC,BD-1068,79,342.49,13
2024-10-31,ENT-QC,BD-1041,25,159.88,16
2024-12-31,ENT-QC,BD-1163,20,294.58,11
2025-05-31,ENT-MTL,BD-1109,41,310.20,10
2025-05-31,ENT-SAG,BD-1041,96,163.24,7
2024-12-31,ENT-MTL,BD-1065,4,128.81,12
2024-01-31,ENT-SAG,BD-1102,6,255.33,4
2024-10-31,ENT-MTL,BD-1094,62,121.74,11
2025-02-28,ENT-MTL,BD-1139,10,203.11,16
2024-05-31,ENT-QC,BD-1170,26,16.60,12
2025-12-31,ENT-QC,BD-1072,19,236.88,13
2024-03-31,ENT-SAG,BD-1089,12,157.64,5
2025-12-31,ENT-SAG,BD-1016,5,224.02,4
2024-04-30,ENT-MTL,BD-1105,52,166.12,11
2024-03-31,ENT-QC,BD-1044,86,195.45,17
2025-08-31,ENT-MTL,BD-1108,25,169.96,13
2024-02-29,ENT-MTL,BD-1144,15,96.31,14
2025-02-28,ENT-MTL,BD-1076,0,287.01,11
2025-12-31,ENT-QC,BD-1013,14,315.34,12
2024-08-31,ENT-QC,BD-1004,1,155.56,11
2025-12-31,ENT-QC,BD-1108,14,169.96,14
2025-10-31,ENT-QC,BD-1009,17,67.67,9
2024-06-30,ENT-SAG,BD-9821,119,75.23,7
2025-07-31,ENT-MTL,BD-1028,69,143.73,13
2024-08-31,ENT-QC,BD-1072,74,196.62,13
2025-01-31,ENT-QC,BD-1135,0,40.73,15
2024-03-31,ENT-MTL,BD-1085,2,40.90,9
2025-04-30,ENT-QC,BD-1174,27,169.01,13
2025-02-28,ENT-QC,BD-1090,17,58.79,12
2024-11-30,ENT-SAG,BD-1139,91,198.93,7
2025-04-30,ENT-MTL,BD-1070,13,40.72,10
2025-10-31,ENT-QC,BD-1158,27,184.61,16
2025-12-31,ENT-QC,BD-1030,11,119.13,11
2024-08-31,ENT-MTL,BD-1080,52,173.12,11
2024-03-31,ENT-SAG,BD-1072,2,196.62,5
2024-03-31,ENT-SAG,BD-1008,15,128.94,4
2024-01-31,ENT-MTL,BD-1123,18,129.56,13
2024-01-31,ENT-SAG,BD-1060,29,241.90,7
2025-09-30,ENT-QC,BD-1131,75,37.08,14
2024-07-31,ENT-SAG,BD-1131,21,36.32,6
2024-07-31,ENT-MTL,BD-1017,57,307.26,13
2025-10-31,ENT-SAG,BD-1167,35,209.73,5
2025-11-30,ENT-QC,BD-1078,51,238.11,9
2024-12-31,ENT-QC,BD-1094,0,121.74,12
2024-07-31,ENT-MTL,BD-1024,48,185.46,12
2025-01-31,ENT-QC,BD-1161,23,64.16,14
2025-02-28,ENT-QC,BD-1096,5,174.33,10
2025-07-31,ENT-SAG,BD-1074,2,130.44,5
2024-10-31,ENT-MTL,BD-1062,0,112.54,16
2025-04-30,ENT-SAG,BD-1145,25,111.12,7
2024-02-29,ENT-MTL,BD-1136,10,110.14,12
2024-04-30,ENT-MTL,BD-1128,3,77.25,10
2025-01-31,ENT-SAG,BD-1176,27,328.78,7
2025-06-30,ENT-MTL,BD-1180,11,95.30,14
2025-06-30,ENT-SAG,BD-1145,0,111.12,7
2024-01-31,ENT-MTL,BD-1102,8,255.33,10
2025-10-31,ENT-SAG,BD-1165,34,107.92,5
2024-11-30,ENT-QC,BD-1178,28,116.97,17
2024-05-31,ENT-MTL,BD-1047,59,70.06,14
2024-03-31,ENT-QC,BD-1074,23,108.27,13
2024-04-30,ENT-QC,BD-1022,45,247.74,8
2025-03-31,ENT-QC,BD-1171,25,85.46,12
2025-03-31,ENT-QC,BD-1100,10,312.88,11
2025-06-30,ENT-SAG,BD-1121,63,44.65,4
2024-07-31,ENT-QC,BD-1157,41,24.69,13
2024-08-31,ENT-MTL,BD-1086,45,80.72,11
2025-01-31,ENT-SAG,BD-1139,2,203.11,7
2024-12-31,ENT-QC,BD-1144,75,96.31,15
2024-11-30,ENT-MTL,BD-1025,7,146.28,9
2025-11-30,ENT-QC,BD-1004,-3,158.83,11
2025-10-31,ENT-QC,BD-1124,18,153.77,12
2024-11-30,ENT-QC,BD-1078,50,197.64,9
2024-11-30,ENT-MTL,BD-1164,13,98.38,10
2025-09-30,ENT-QC,BD-1180,34,95.30,15
2025-12-31,ENT-QC,BD-1098,8,309.76,15
2024-08-31,ENT-QC,BD-1055,86,209.35,16
2025-09-30,ENT-MTL,BD-1072,60,236.88,12
2024-07-31,ENT-MTL,BD-1010,46,87.08,11
2025-11-30,ENT-MTL,BD-1142,36,100.93,10
2025-12-31,ENT-QC,BD-1138,61,88.19,14
2024-05-31,ENT-SAG,BD-1100,19,306.44,4
2025-03-31,ENT-QC,BD-1027,18,254.96,14
2024-07-31,ENT-QC,BD-1090,1,57.58,12
2025-07-31,ENT-QC,BD-1145,0,111.12,16
2025-07-31,ENT-QC,BD-1101,15,75.83,12
2025-03-31,ENT-SAG,BD-1080,6,176.76,5
2024-06-30,ENT-SAG,BD-1086,22,80.72,5
2025-02-28,ENT-QC,BD-1047,7,71.53,15
2024-10-31,ENT-QC,BD-1162,25,66.97,14
2024-02-29,ENT-QC,BD-1018,11,242.09,6
2025-08-31,ENT-SAG,BD-1108,28,169.96,6
2024-12-31,ENT-SAG,BD-1153,73,113.61,4
2024-01-31,ENT-QC,BD-1012,0,68.19,11
2025-12-31,ENT-MTL,BD-1109,10,310.20,10
2024-04-30,ENT-SAG,BD-1180,49,93.34,6
2025-09-30,ENT-MTL,BD-1096,36,205.70,10
2025-02-28,ENT-QC,BD-1106,12,340.08,14
2025-10-31,ENT-MTL,BD-1082,46,335.40,10
2025-10-31,ENT-MTL,BD-1062,1,135.59,16
2024-08-31,ENT-MTL,BD-1095,35,53.64,7
2025-10-31,ENT-QC,BD-1083,70,189.32,11
2024-09-30,ENT-QC,BD-1104,10,75.12,11
2025-03-31,ENT-MTL,BD-1120,3,186.72,11
2025-04-30,ENT-MTL,BD-1105,54,169.61,11
2024-01-31,ENT-QC,BD-1130,21,317.23,14
2025-04-30,ENT-QC,BD-1036,103,162.40,19
2024-12-31,ENT-SAG,BD-1017,14,307.26,6
2024-02-29,ENT-MTL,BD-1007,12,55.96,9
2024-04-30,ENT-QC,BD-1040,91,268.77,18
2025-04-30,ENT-SAG,BD-1104,66,76.70,5
2024-02-29,ENT-SAG,BD-1165,33,105.70,5
2025-05-31,ENT-MTL,BD-1048,81,33.51,15
2024-08-31,ENT-SAG,BD-1122,0,208.30,4
2024-10-31,ENT-MTL,BD-1111,8,145.84,11
2025-04-30,ENT-QC,BD-1045,80,78.37,16
2024-01-31,ENT-QC,BD-1019,29,170.21,12
2024-08-31,ENT-MTL,BD-1033,0,110.89,13
2024-10-31,ENT-SAG,BD-1103,22,151.66,5
2025-06-30,ENT-MTL,BD-1057,86,23.20,16
2025-12-31,ENT-SAG,BD-1078,31,238.11,4
2025-05-31,ENT-MTL,BD-1072,13,236.88,12
2024-08-31,ENT-SAG,BD-1046,96,308.91,7
2024-05-31,ENT-MTL,BD-1163,19,294.58,10
2025-12-31,ENT-QC,BD-1127,80,174.31,15
2024-05-31,ENT-SAG,BD-1150,17,339.92,6
2025-02-28,ENT-MTL,BD-1108,20,169.96,13
2024-12-31,ENT-SAG,BD-1154,70,323.13,5
2024-08-31,ENT-MTL,BD-1182,24,56.87,13
2024-03-31,ENT-MTL,BD-1020,20,32.44,15
2025-12-31,ENT-SAG,BD-1043,2,300.28,6
2025-03-31,ENT-SAG,BD-1160,21,41.56,6
2025-07-31,ENT-SAG,BD-1083,21,189.32,4
2025-06-30,ENT-QC,BD-1118,80,343.17,13
2025-12-31,ENT-SAG,BD-1161,49,64.16,6
2024-06-30,ENT-QC,BD-1024,78,185.46,12
2025-07-31,ENT-QC,BD-1176,38,328.78,17
2025-01-31,ENT-MTL,BD-1099,8,293.70,11
2024-01-31,ENT-QC,BD-1141,7,307.78,10
2025-06-30,ENT-QC,BD-1109,47,310.20,11
2024-12-31,ENT-SAG,BD-1045,13,76.76,6
2024-06-30,ENT-QC,BD-1080,15,173.12,12
2025-05-31,ENT-MTL,BD-1090,7,69.37,11
2025-09-30,ENT-SAG,BD-1046,0,372.17,7
2025-02-28,ENT-QC,BD-1087,17,215.66,15
2025-03-31,ENT-MTL,BD-1072,13,200.75,12
2024-05-31,ENT-MTL,BD-1105,48,166.12,11
2024-06-30,ENT-SAG,BD-1029,64,238.44,4
2024-12-31,ENT-QC,BD-1013,15,308.85,12
2025-04-30,ENT-MTL,BD-1055,74,213.75,15
2024-11-30,ENT-MTL,BD-1080,52,173.12,11
2025-06-30,ENT-SAG,BD-1075,24,71.97,5
2025-05-31,ENT-MTL,BD-1116,71,60.17,16
2025-05-31,ENT-SAG,BD-9949,22,231.35,5
2024-07-31,ENT-MTL,BD-1157,14,24.69,12
2025-12-31,ENT-QC,BD-1120,13,186.72,12
2024-11-30,ENT-SAG,BD-1176,53,322.02,7
2025-06-30,ENT-SAG,BD-9985,69,224.02,4
2024-04-30,ENT-QC,BD-1174,40,165.53,13
2025-06-30,ENT-MTL,BD-1055,65,213.75,15
2024-10-31,ENT-SAG,BD-1029,8,238.44,4
2024-11-30,ENT-MTL,BD-1151,44,90.35,10
2024-06-30,ENT-QC,BD-1150,19,339.92,14
2025-12-31,ENT-MTL,BD-1049,8,31.22,17
2024-11-30,ENT-QC,BD-1034,2,151.89,13
2024-08-31,ENT-MTL,BD-1124,4,150.61,12
2024-07-31,ENT-MTL,BD-1110,18,178.91,12
2025-05-31,ENT-MTL,BD-1085,13,49.28,9
2025-05-31,ENT-SAG,BD-1157,48,25.21,5
2024-10-31,ENT-QC,BD-1073,73,255.00,14
2025-08-31,ENT-QC,BD-1020,25,33.12,16
2024-10-31,ENT-QC,BD-1130,76,317.23,14
2025-09-30,ENT-QC,BD-1115,7,47.23,11
2024-03-31,ENT-MTL,BD-1129,7,45.49,19
2024-09-30,ENT-SAG,BD-1017,0,307.26,6
2025-03-31,ENT-MTL,BD-1004,6,158.83,10
2024-08-31,ENT-QC,BD-1110,16,178.91,12
2025-08-31,ENT-MTL,BD-1101,63,75.83,12
